item,itemLabel,imdbidLabel
http://www.wikidata.org/entity/Q7493263,Shekhar Suman,nm0838522
http://www.wikidata.org/entity/Q7429118,Sayantani Ghosh,nm4627263
http://www.wikidata.org/entity/Q7445863,Seema Deo,nm0219947
http://www.wikidata.org/entity/Q7446502,Sehban Azim,nm2961568
http://www.wikidata.org/entity/Q7489431,Sharat Saxena,nm0768296
http://www.wikidata.org/entity/Q7490539,Shashank Shende,nm3583019
http://www.wikidata.org/entity/Q7491645,Shayan Munshi,nm1319643
http://www.wikidata.org/entity/Q7492558,Shefali Zariwala,nm5980859
http://www.wikidata.org/entity/Q7492560,Shefali Shah,nm0156858
http://www.wikidata.org/entity/Q7493133,Sheila Ramani,nm0708012
http://www.wikidata.org/entity/Q7462923,Shakila,nm0787630
http://www.wikidata.org/entity/Q7487579,Shamitha Malnad,nm5729285
http://www.wikidata.org/entity/Q7489434,Sharath Lohitashwa,nm5701208
http://www.wikidata.org/entity/Q7489922,Sharmeila Mandre,nm2564747
http://www.wikidata.org/entity/Q7492340,Sheela Kaur,nm2607210
http://www.wikidata.org/entity/Q7492859,Shehzad Khan,nm1185344
http://www.wikidata.org/entity/Q7426186,Sathyan,nm0766163
http://www.wikidata.org/entity/Q7425129,Sashi Kumar,nm1981610
http://www.wikidata.org/entity/Q7461581,Shaheen Khan,nm0451319
http://www.wikidata.org/entity/Q7445882,Seeman,nm1913036
http://www.wikidata.org/entity/Q7423409,Saravanan,nm1422741
http://www.wikidata.org/entity/Q7495009,Sherin,nm1696698
http://www.wikidata.org/entity/Q7424124,Sarita Joshi,nm1934428
http://www.wikidata.org/entity/Q7423150,Saranya Nag,nm5080018
http://www.wikidata.org/entity/Q7425857,Satabdi Roy,nm1376311
http://www.wikidata.org/entity/Q7426117,Sathaar,nm0766147
http://www.wikidata.org/entity/Q7428358,Savitha Reddy,nm2805632
http://www.wikidata.org/entity/Q7447162,Sekhar Menon,nm5465121
http://www.wikidata.org/entity/Q7459917,Shaam,nm1421767
http://www.wikidata.org/entity/Q7461024,Shafi Inamdar,nm0408371
http://www.wikidata.org/entity/Q7484728,T. M. Soundararajan,nm0845801
http://www.wikidata.org/entity/Q7490763,Shaukat Kaifi,nm0435013
http://www.wikidata.org/entity/Q7494205,Shenaz Treasurywala,nm1376654
http://www.wikidata.org/entity/Q7483232,Vaali,nm1559999
http://www.wikidata.org/entity/Q7423277,Saraswati Rane,nm1488014
http://www.wikidata.org/entity/Q7424758,Sarvadaman D. Banerjee,nm0051850
http://www.wikidata.org/entity/Q7429119,Sayantika Banerjee,nm4111432
http://www.wikidata.org/entity/Q7460221,Shadaab Khan,nm0451317
http://www.wikidata.org/entity/Q7462466,Shailesh Datar,nm3974782
http://www.wikidata.org/entity/Q7489055,Shanthanu Bhagyaraj,nm2363626
http://www.wikidata.org/entity/Q7492390,Sheena Shahabadi,nm3463084
http://www.wikidata.org/entity/Q7492544,Sheetal Menon,nm2974366
http://www.wikidata.org/entity/Q7423826,Sardool Sikander,nm1167654
http://www.wikidata.org/entity/Q7425950,Satarupa Sanyal,nm1754482
http://www.wikidata.org/entity/Q7426286,Satish Kaul,nm0442398
http://www.wikidata.org/entity/Q7426894,Satyajeet Dubey,nm4469366
http://www.wikidata.org/entity/Q7427426,Saumya Tandon,nm2777374
http://www.wikidata.org/entity/Q7462326,Shahu Modak,nm0595194
http://www.wikidata.org/entity/Q7424442,Saroja Ramamrutham,nm0765455
http://www.wikidata.org/entity/Q7445859,Seema Azmi,nm2761116
http://www.wikidata.org/entity/Q7445860,Seema,nm0781630
http://www.wikidata.org/entity/Q7487232,Shalini Khanna,nm3796489
http://www.wikidata.org/entity/Q7487383,Shama Sikander,nm1167655
http://www.wikidata.org/entity/Q7489358,Sharad Kapoor,nm2528716
http://www.wikidata.org/entity/Q7489442,Sharbani Mukherjee,nm1166510
http://www.wikidata.org/entity/Q7491225,Shawar Ali,nm1603537
http://www.wikidata.org/entity/Q7460032,Neha,nm0624545
http://www.wikidata.org/entity/Q7445968,Seetha,nm2174180
http://www.wikidata.org/entity/Q7487167,Shaleen Bhanot,nm2370938
http://www.wikidata.org/entity/Q7489091,Shantipriya,nm0698183
http://www.wikidata.org/entity/Q7489359,Sharad Kelkar,nm2821544
http://www.wikidata.org/entity/Q7490534,Shashank,nm1920192
http://www.wikidata.org/entity/Q7423871,Sarfaraz khan,nm1241589
http://www.wikidata.org/entity/Q7425841,Saswata Chatterjee,nm1384413
http://www.wikidata.org/entity/Q7426223,Satinder Satti,nm3833573
http://www.wikidata.org/entity/Q7426938,Satyasheel Deshpande,nm1209600
http://www.wikidata.org/entity/Q7487100,Shakuntala Paranjpye,nm0660939
http://www.wikidata.org/entity/Q7487168,Shaleen Malhotra,nm8743897
http://www.wikidata.org/entity/Q7487602,Shammi Narang,nm1797087
http://www.wikidata.org/entity/Q7488672,Shankar Chakraborty,nm0149826
http://www.wikidata.org/entity/Q7489057,Shanthi Krishna,nm0471422
http://www.wikidata.org/entity/Q7491730,Shazahn Padamsee,nm3724228
http://www.wikidata.org/entity/Q7423467,Sarayu,nm3935249
http://www.wikidata.org/entity/Q7426866,Satya Krishnan,nm3140362
http://www.wikidata.org/entity/Q7920468,Venu Nagavally,nm1964412
http://www.wikidata.org/entity/Q7929215,Vijay Vasanth,nm3586481
http://www.wikidata.org/entity/Q7908689,Vaibhav Saxena,nm6037251
http://www.wikidata.org/entity/Q7914889,Vani Viswanath,nm0899804
http://www.wikidata.org/entity/Q7915423,Varalaxmi Sarathkumar,nm4174212
http://www.wikidata.org/entity/Q7916217,Varun Badola,nm1778129
http://www.wikidata.org/entity/Q7920143,Vennela Kishore,nm3808948
http://www.wikidata.org/entity/Q7920156,Venniradai Moorthy,nm1166534
http://www.wikidata.org/entity/Q7929196,Vijay Raghavendra,nm1099556
http://www.wikidata.org/entity/Q7929240,Vijaya Lalitha,nm0897211
http://www.wikidata.org/entity/Q7931401,Vinayak Joshi,nm5705270
http://www.wikidata.org/entity/Q7914980,Vanisri,nm0889148
http://www.wikidata.org/entity/Q7916222,Varun Sandesh,nm2967763
http://www.wikidata.org/entity/Q7918225,Veeru Devgan,nm0222428
http://www.wikidata.org/entity/Q7918259,Vega Tamotia,nm3163991
http://www.wikidata.org/entity/Q7919505,Vemuri Gaggaiah,nm0300860
http://www.wikidata.org/entity/Q7929297,Vijayaraghavan,nm1066795
http://www.wikidata.org/entity/Q7929392,Vikas Kalantri,nm1393972
http://www.wikidata.org/entity/Q7916120,Varsha Usgaonkar,nm0882287
http://www.wikidata.org/entity/Q7908910,Vaiyapuri,nm1234717
http://www.wikidata.org/entity/Q7929571,Vikram Singh,nm1913346
http://www.wikidata.org/entity/Q7914766,Vangara Venkata Subbaiah,nm0889056
http://www.wikidata.org/entity/Q7915915,Varinder Singh Ghuman,nm4529277
http://www.wikidata.org/entity/Q7915915,Varinder Singh Ghuman,nm6598223
http://www.wikidata.org/entity/Q7916497,Vashanth Sellathurai,nm5902304
http://www.wikidata.org/entity/Q7917177,Vatsal Sheth,nm1846024
http://www.wikidata.org/entity/Q7929277,Vijayan,nm1129408
http://www.wikidata.org/entity/Q7917997,Vedita Pratap Singh,nm3934015
http://www.wikidata.org/entity/Q7920155,Vennira Aadai Nirmala,nm1086214
http://www.wikidata.org/entity/Q7928068,Vidharth,nm4776159
http://www.wikidata.org/entity/Q7929362,Viju Khote,nm0451864
http://www.wikidata.org/entity/Q7931282,Vimi,nm0898482
http://www.wikidata.org/entity/Q7931371,Vinay Forrt,nm4265894
http://www.wikidata.org/entity/Q7917036,Vasundhara Devi,nm1244432
http://www.wikidata.org/entity/Q7908688,Vaibhav Reddy,nm3163817
http://www.wikidata.org/entity/Q7908862,Vaishali Samant,nm1999469
http://www.wikidata.org/entity/Q7908871,Vaishnavi Dhanraj,nm4480587
http://www.wikidata.org/entity/Q7908874,Vaishnavi Mahant,nm0883305
http://www.wikidata.org/entity/Q7916112,Varsha Ashwathi,nm4734145
http://www.wikidata.org/entity/Q7916350,Vasanth,nm1182689
http://www.wikidata.org/entity/Q7917889,Archana Shastry,nm2747117
http://www.wikidata.org/entity/Q7920464,Venu Madhav,nm0893454
http://www.wikidata.org/entity/Q7929311,Vijayendra Ghatge,nm0315551
http://www.wikidata.org/entity/Q7918126,Veera Bahu,nm3835651
http://www.wikidata.org/entity/Q7924596,Vibha Chibber,nm2913438
http://www.wikidata.org/entity/Q7928074,Vidhubala,nm1133436
http://www.wikidata.org/entity/Q7929087,Vijay Antony,nm2537099
http://www.wikidata.org/entity/Q7929611,Vikrant Rai,nm5118791
http://www.wikidata.org/entity/Q7931259,Vimal,nm2156989
http://www.wikidata.org/entity/Q7908690,Vaibhav Talwar,nm3554862
http://www.wikidata.org/entity/Q7914885,Vani Tripathi,nm1270419
http://www.wikidata.org/entity/Q7918211,Veerendra,nm0891750
http://www.wikidata.org/entity/Q7920466,Venu Thottempudi,nm1002353
http://www.wikidata.org/entity/Q7929081,Vaijanath Biradar,nm5705032
http://www.wikidata.org/entity/Q7929207,Vijay Sethupathi,nm4043111
http://www.wikidata.org/entity/Q7929258,Vijayachander,nm0897205
http://www.wikidata.org/entity/Q7929299,Vijayasree,nm5117465
http://www.wikidata.org/entity/Q7931382,Vinay Rai,nm2587761
http://www.wikidata.org/entity/Q7931400,Vinayak Doval,nm3347446
http://www.wikidata.org/entity/Q7929144,Vijay Gokhale,nm3836224
http://www.wikidata.org/entity/Q7918070,Veena,nm0474940
http://www.wikidata.org/entity/Q7908951,Vajramuni,nm1127791
http://www.wikidata.org/entity/Q7914385,Vandemataram Srinivas,nm0820258
http://www.wikidata.org/entity/Q7916224,Varun Khandelwal,nm5496914
http://www.wikidata.org/entity/Q7917979,Vedhika Kumar,nm1466628
http://www.wikidata.org/entity/Q7929198,Vijay Sai,nm8902832
http://www.wikidata.org/entity/Q7929326,Vijayta Pandit,nm0659266
http://www.wikidata.org/entity/Q7929610,Vikrant Chaturvedi,nm3860050
http://www.wikidata.org/entity/Q7929265,Vijayalakshmi,nm0897212
http://www.wikidata.org/entity/Q7929268,Vijayalakshmi,nm3164334
http://www.wikidata.org/entity/Q7914350,Vandana Menon,nm3733137
http://www.wikidata.org/entity/Q7914348,Vandana Gupte,nm1283171
http://www.wikidata.org/entity/Q7917038,Vasundhara Kashyap,nm3848280
http://www.wikidata.org/entity/Q12448876,Ravi Behl,nm0066919
http://www.wikidata.org/entity/Q12454107,Shaheen Ahmed,nm1560638
http://www.wikidata.org/entity/Q13114162,Munna,nm1521220
http://www.wikidata.org/entity/Q12447893,Motilal,nm0609359
http://www.wikidata.org/entity/Q12448010,Mohan Choti,nm0159269
http://www.wikidata.org/entity/Q12449132,Raj Mehra,nm0576490
http://www.wikidata.org/entity/Q13057124,Alamgir,nm2671390
http://www.wikidata.org/entity/Q13003046,Potti Prasad,nm0004473
http://www.wikidata.org/entity/Q13058958,Bikash Roy,nm0746946
http://www.wikidata.org/entity/Q12566189,Siddharth Ray,nm0796494
http://www.wikidata.org/entity/Q13099213,Mamukkoya,nm0541126
http://www.wikidata.org/entity/Q13113810,Manavalan Joseph,nm0430646
http://www.wikidata.org/entity/Q13118805,Prajakta Mali,nm2983727
http://www.wikidata.org/entity/Q12641631,Sameer Dharmadhikari,nm1282863
http://www.wikidata.org/entity/Q12985900,Pandiyan,nm1677781
http://www.wikidata.org/entity/Q12721344,Avinash Sachdev,nm3860558
http://www.wikidata.org/entity/Q12761322,Shashank Vyas,nm4759876
http://www.wikidata.org/entity/Q12977524,K. B. Sundarambal,nm0839048
http://www.wikidata.org/entity/Q12977914,Santosh Juvekar,nm3001807
http://www.wikidata.org/entity/Q12983082,T. S. Balaiah,nm0049382
http://www.wikidata.org/entity/Q12990068,Achyuth,nm0009892
http://www.wikidata.org/entity/Q12446484,Maya Alagh,nm0015808
http://www.wikidata.org/entity/Q12460817,Hemant Birje,nm0083534
http://www.wikidata.org/entity/Q12452837,Vinay Apte,nm0032552
http://www.wikidata.org/entity/Q13056865,Arundhati Devi,nm0222438
http://www.wikidata.org/entity/Q13059106,Bratya Basu,nm2742573
http://www.wikidata.org/entity/Q13113818,Manikuttan,nm2059987
http://www.wikidata.org/entity/Q13114429,Lakshmi Gopalaswamy,nm0803182
http://www.wikidata.org/entity/Q13116483,Kishori Ambiye,nm1333017
http://www.wikidata.org/entity/Q13122061,Sureshbabu Mane,nm0541931
http://www.wikidata.org/entity/Q12980818,Siddharth Haldipur,nm1854760
http://www.wikidata.org/entity/Q12999987,Devadas Kanakala,nm0437051
http://www.wikidata.org/entity/Q13059245,Mahua Roychoudhury,nm0746916
http://www.wikidata.org/entity/Q13010215,Y. Vijaya,nm0944712
http://www.wikidata.org/entity/Q13011628,Sudha,nm0837189
http://www.wikidata.org/entity/Q12976965,Kreshna,nm4935635
http://www.wikidata.org/entity/Q12983083,T. R. Rajakumari,nm0707444
http://www.wikidata.org/entity/Q13112928,Nivetha Tharseth,nm3223429
http://www.wikidata.org/entity/Q13116374,Kadambari Kadam,nm4347263
http://www.wikidata.org/entity/Q13120775,Rohit Roy,nm1123937
http://www.wikidata.org/entity/Q13122020,Sunil Barve,nm0059461
http://www.wikidata.org/entity/Q12999076,Tulasi,nm0876310
http://www.wikidata.org/entity/Q13111295,Kuttyedathi Vilasini,nm1863008
http://www.wikidata.org/entity/Q13111686,Kottayam Santha,nm1949655
http://www.wikidata.org/entity/Q13114379,Rahul Madhav,nm4383118
http://www.wikidata.org/entity/Q13116554,Ketaki Mategaonkar,nm4309684
http://www.wikidata.org/entity/Q13116685,Kranti Redkar,nm2906637
http://www.wikidata.org/entity/Q13117177,Chinmay Mandlekar,nm2346665
http://www.wikidata.org/entity/Q12997551,Chaya Devi,nm0222444
http://www.wikidata.org/entity/Q12975701,Ceylon Manohar,nm0543535
http://www.wikidata.org/entity/Q12989013,Vikraman,nm1417315
http://www.wikidata.org/entity/Q13010095,Nagineedu,nm4031719
http://www.wikidata.org/entity/Q13010641,Sreedhar,nm0820235
http://www.wikidata.org/entity/Q12975497,N. S. Krishnan,nm0471485
http://www.wikidata.org/entity/Q13114689,Vijeesh,nm1475844
http://www.wikidata.org/entity/Q13118180,Nayana Apte Joshi,nm1094960
http://www.wikidata.org/entity/Q13118344,Nishikant Kamat,nm1723225
http://www.wikidata.org/entity/Q13119819,Mahesh Kothare,nm0467680
http://www.wikidata.org/entity/Q13112148,Jalaja,nm0416075
http://www.wikidata.org/entity/Q13112914,Nilambur Ayisha,nm1935871
http://www.wikidata.org/entity/Q13115131,Surekha,nm0839582
http://www.wikidata.org/entity/Q13003366,Prabha,nm0694879
http://www.wikidata.org/entity/Q13114896,Shari,nm1117035
http://www.wikidata.org/entity/Q13058130,Tarun Kumar,nm0474905
http://www.wikidata.org/entity/Q12997937,Ramakrishna,nm0707947
http://www.wikidata.org/entity/Q13060080,Sumitra Mukherjee,nm0611570
http://www.wikidata.org/entity/Q7933432,Vipasha Agarwal,nm2508337
http://www.wikidata.org/entity/Q7933532,Vir Das,nm1983888
http://www.wikidata.org/entity/Q7933696,Virendra Razdan,nm0713620
http://www.wikidata.org/entity/Q11985045,Govind Namdev,nm0620636
http://www.wikidata.org/entity/Q11679530,H. G. Dattatreya,nm1227718
http://www.wikidata.org/entity/Q11953202,K. Sarangkapani,nm1242202
http://www.wikidata.org/entity/Q11766987,Manav Kaul,nm1964139
http://www.wikidata.org/entity/Q8062173,Yuvraj Hans,nm4719034
http://www.wikidata.org/entity/Q12053145,Deepti Bhatnagar,nm0080300
http://www.wikidata.org/entity/Q8073152,Zoa Morani,nm2836289
http://www.wikidata.org/entity/Q8075097,Zul Vilani,nm2423536
http://www.wikidata.org/entity/Q11732870,K. R. Ramaswamy,nm1205102
http://www.wikidata.org/entity/Q7932362,Vindu Dara Singh,nm2738083
http://www.wikidata.org/entity/Q7933572,Viraf Patel,nm3793286
http://www.wikidata.org/entity/Q7937699,Vivian Dsena,nm5014030
http://www.wikidata.org/entity/Q8049765,Yashpal Sharma,nm1004985
http://www.wikidata.org/entity/Q7932907,Vinu Chakravarthy,nm1678662
http://www.wikidata.org/entity/Q7935937,Vishal Singh,nm4788496
http://www.wikidata.org/entity/Q7935988,Vishnu Vishal,nm3684167
http://www.wikidata.org/entity/Q8049225,Yaragudipati Varada Rao,nm0710622
http://www.wikidata.org/entity/Q8054364,Yogendra Tiku,nm0863171
http://www.wikidata.org/entity/Q7932403,Vineet Kumar,nm0474911
http://www.wikidata.org/entity/Q7932741,Vinod Mehra,nm0576495
http://www.wikidata.org/entity/Q8062169,Yuvika Chaudhary,nm2768910
http://www.wikidata.org/entity/Q7935927,Vishal Karwal,nm5156797
http://www.wikidata.org/entity/Q7937588,Vivek Mushran,nm0615693
http://www.wikidata.org/entity/Q7937602,Vivek Shauq,nm1022181
http://www.wikidata.org/entity/Q12061048,Kritika Kamra,nm4425111
http://www.wikidata.org/entity/Q7942575,Vrajesh Hirjee,nm0386358
http://www.wikidata.org/entity/Q8074700,Zoya Khan,nm6747718
http://www.wikidata.org/entity/Q12056218,Vaishali Desai,nm3197624
http://www.wikidata.org/entity/Q12066356,Prabal Panjabi,nm4726664
http://www.wikidata.org/entity/Q12066944,T. G. Ravi,nm0712439
http://www.wikidata.org/entity/Q12059735,Ankush Hazra,nm4232416
http://www.wikidata.org/entity/Q7931656,Vincent Asokan,nm2206739
http://www.wikidata.org/entity/Q7932417,Vineetha,nm1696867
http://www.wikidata.org/entity/Q8054369,Yogesh,nm5705319
http://www.wikidata.org/entity/Q7937536,Vivan Bhatena,nm1875257
http://www.wikidata.org/entity/Q7937603,Vivek V. Mashru,nm1675265
http://www.wikidata.org/entity/Q8064234,Zafar Karachiwala,nm1566040
http://www.wikidata.org/entity/Q7932909,Vinu Mohan,nm2778646
http://www.wikidata.org/entity/Q7936007,Vishnuvardhan,nm3315387
http://www.wikidata.org/entity/Q7936041,Vishwajeet Pradhan,nm0694986
http://www.wikidata.org/entity/Q7936508,Visu,nm1127850
http://www.wikidata.org/entity/Q7937517,Vivaan Shah,nm3865073
http://www.wikidata.org/entity/Q8049698,Yash Pandit,nm1276931
http://www.wikidata.org/entity/Q8049696,Yash Gera,nm5013385
http://www.wikidata.org/entity/Q8050241,Yatin Karyekar,nm1244971
http://www.wikidata.org/entity/Q8068593,Zeishan Quadri,nm5113220
http://www.wikidata.org/entity/Q8048050,Yami Gautam,nm4417069
http://www.wikidata.org/entity/Q10853677,Lalitha,nm1193230
http://www.wikidata.org/entity/Q8064864,Zainuddin,nm0756789
http://www.wikidata.org/entity/Q9154912,Aanjjan Srivastav,nm0820283
http://www.wikidata.org/entity/Q9017350,Kaushal Inamdar,nm2238325
http://www.wikidata.org/entity/Q10993792,Sujoy Ghosh,nm1223910
http://www.wikidata.org/entity/Q11058950,Karan Kapoor,nm0004430
http://www.wikidata.org/entity/Q9171622,Bikram Saluja,nm0759180
http://www.wikidata.org/entity/Q9154948,Ankur Khanna,nm1772718
http://www.wikidata.org/entity/Q8065108,Zakir Hussain,nm1664541
http://www.wikidata.org/entity/Q8064635,Zaheera,nm1168589
http://www.wikidata.org/entity/Q9369646,Vishal Dadlani,nm1318670
http://www.wikidata.org/entity/Q7933494,Vipin Sharma,nm1479650
http://www.wikidata.org/entity/Q10998459,Tara,nm4551514
http://www.wikidata.org/entity/Q11108314,I. S. Johar,nm0424102
http://www.wikidata.org/entity/Q9334057,Saurabh Dubey,nm1019748
http://www.wikidata.org/entity/Q10948640,Hina Khan,nm5876095
http://www.wikidata.org/entity/Q10950087,Nidhi Subbaiah,nm4999775
http://www.wikidata.org/entity/Q7935930,Vishal Malhotra,nm1375717
http://www.wikidata.org/entity/Q11022281,Biju Phukan,nm0681126
http://www.wikidata.org/entity/Q11056386,Isha Chawla,nm4774929
http://www.wikidata.org/entity/Q11141002,Mannava Balayya,nm0049380
http://www.wikidata.org/entity/Q11056959,L. Vijayalakshmi,nm0478352
http://www.wikidata.org/entity/Q10995988,Jatin Kanakia,nm1241571
http://www.wikidata.org/entity/Q10976161,Gummadi Venkateswara Rao,nm0347953
http://www.wikidata.org/entity/Q10980180,Malashri,nm0538972
http://www.wikidata.org/entity/Q10989968,Harshad Chopda,nm3816889
http://www.wikidata.org/entity/Q11011658,Vadivukkarasi,nm1119913
http://www.wikidata.org/entity/Q11792308,Ninad Kamat,nm1011408
http://www.wikidata.org/entity/Q11303319,Shahana Goswami,nm2257218
http://www.wikidata.org/entity/Q12062287,Manava Naik,nm3473172
http://www.wikidata.org/entity/Q12068128,Deepika Samson,nm9835258
http://www.wikidata.org/entity/Q11457118,Amruta Subhash,nm1576284
http://www.wikidata.org/entity/Q7935972,Vishnu Manchu,nm2059736
http://www.wikidata.org/entity/Q8046063,YVS Chowdary,nm2435387
http://www.wikidata.org/entity/Q12052907,Anna Salunke,nm0759190
http://www.wikidata.org/entity/Q11854216,Bhaskar Roy Chowdhury,nm0080275
http://www.wikidata.org/entity/Q8064629,Zaheeda Hussain,nm1160755
http://www.wikidata.org/entity/Q12067863,Nishanth Sagar,nm1335581
http://www.wikidata.org/entity/Q12068847,Isha Sharvani,nm1690618
http://www.wikidata.org/entity/Q6749876,Manish Acharya,nm1054473
http://www.wikidata.org/entity/Q6733789,Mahendran,nm1195431
http://www.wikidata.org/entity/Q6733983,Mahii Vij,nm1717382
http://www.wikidata.org/entity/Q6735226,Maia Sethna,nm0786040
http://www.wikidata.org/entity/Q6748637,Mangal Dhillon,nm1029050
http://www.wikidata.org/entity/Q7653917,Swaroop Sampat,nm0760045
http://www.wikidata.org/entity/Q7654049,Swatilekha Sengupta,nm0784298
http://www.wikidata.org/entity/Q6749891,Manish Paul,nm3911132
http://www.wikidata.org/entity/Q7499250,Shiva Rindani,nm1064300
http://www.wikidata.org/entity/Q6733904,Maheswari,nm5249162
http://www.wikidata.org/entity/Q7647021,Surveen Chawla,nm4015689
http://www.wikidata.org/entity/Q7650023,Suthi Veerabhadra Rao,nm0891744
http://www.wikidata.org/entity/Q7650479,Suvalakshmi,nm1680115
http://www.wikidata.org/entity/Q7653993,Swastika Mukherjee,nm3054665
http://www.wikidata.org/entity/Q7496685,Shillpi Sharma,nm1114788
http://www.wikidata.org/entity/Q7499289,Shivaji Satam,nm0766146
http://www.wikidata.org/entity/Q7495297,Shernaz Patel,nm1617909
http://www.wikidata.org/entity/Q7499194,Shiv Kumar,nm0474888
http://www.wikidata.org/entity/Q7499333,Shivani Bhai,nm9473789
http://www.wikidata.org/entity/Q6148297,Jamuna,nm0417270
http://www.wikidata.org/entity/Q7660350,Syed Ishrat Abbas,nm0201565
http://www.wikidata.org/entity/Q7496575,Shikha Swaroop,nm1507182
http://www.wikidata.org/entity/Q7496767,Shilpa Shirodkar,nm0794364
http://www.wikidata.org/entity/Q7499279,Shivaji Guruvayoor,nm3159930
http://www.wikidata.org/entity/Q7646359,Surinder Shinda,nm1091249
http://www.wikidata.org/entity/Q7648979,Sushmita Mukherjee,nm0611573
http://www.wikidata.org/entity/Q7653824,Swapnil Joshi,nm1738197
http://www.wikidata.org/entity/Q7653868,Swargajyoti Barooah,nm0202177
http://www.wikidata.org/entity/Q7654044,Swati Sen,nm2738479
http://www.wikidata.org/entity/Q7658742,Swini Khara,nm2463153
http://www.wikidata.org/entity/Q7496022,Shibani Kashyap,nm1493167
http://www.wikidata.org/entity/Q7496770,Shilpa Tulaskar,nm2343622
http://www.wikidata.org/entity/Q7496760,Ohanna Shivanand,nm2419566
http://www.wikidata.org/entity/Q7499208,Shiv Pandit,nm3109407
http://www.wikidata.org/entity/Q7499260,Shiva Thejus,nm4355540
http://www.wikidata.org/entity/Q7648978,Sushma Shrestha,nm1381633
http://www.wikidata.org/entity/Q7648987,Susi Ganeshan,nm1333986
http://www.wikidata.org/entity/Q7668653,T. S. B. K. Moulee,nm0609706
http://www.wikidata.org/entity/Q7496769,Shilpa Shukla,nm1427076
http://www.wikidata.org/entity/Q6749899,Manish Vatsalya,nm4466728
http://www.wikidata.org/entity/Q7653831,Swara Bhaskar,nm3283923
http://www.wikidata.org/entity/Q7653555,Swanand Kirkire,nm1618886
http://www.wikidata.org/entity/Q7653822,Swapnil Rajshekhar,nm3415839
http://www.wikidata.org/entity/Q7653909,Swarnamalya,nm0841915
http://www.wikidata.org/entity/Q7654043,Swati Reddy,nm3763970
http://www.wikidata.org/entity/Q7668111,T. A. Madhuram,nm0558996
http://www.wikidata.org/entity/Q7668604,T. R. Mahalingam,nm0536740
http://www.wikidata.org/entity/Q6150807,Janardhanan,nm0417314
http://www.wikidata.org/entity/Q6750434,Manju Singh,nm1542933
http://www.wikidata.org/entity/Q6733848,Mahesh Anand,nm0025618
http://www.wikidata.org/entity/Q6122272,Jagdeep,nm0415556
http://www.wikidata.org/entity/Q6113138,Priyanka Kothari,nm1651315
http://www.wikidata.org/entity/Q6750645,Manmeet Singh,nm2082701
http://www.wikidata.org/entity/Q6107303,J. V. Somayajulu,nm0004468
http://www.wikidata.org/entity/Q6161680,Jasmin Bhasin,nm2146876
http://www.wikidata.org/entity/Q6165311,Javed Khan Amrohi,nm0451242
http://www.wikidata.org/entity/Q6167421,Jaya Seal,nm0780510
http://www.wikidata.org/entity/Q6167450,Jayabharathi,nm0419653
http://www.wikidata.org/entity/Q6167522,Jayan,nm1549796
http://www.wikidata.org/entity/Q6167565,Jayant Kripalani,nm0471389
http://www.wikidata.org/entity/Q6128285,Silajit Majumder,nm1386132
http://www.wikidata.org/entity/Q6122336,Jagdish Raj,nm0707271
http://www.wikidata.org/entity/Q6124275,Jaishankar,nm1126254
http://www.wikidata.org/entity/Q6125865,Jalal Agha,nm0013026
http://www.wikidata.org/entity/Q6166404,Jay Bhanushali,nm3396450
http://www.wikidata.org/entity/Q6167419,Jaya Prakash Reddy,nm0992003
http://www.wikidata.org/entity/Q6167494,Jayalalitha,nm0419665
http://www.wikidata.org/entity/Q6744201,Mallikarjuna Rao,nm0540029
http://www.wikidata.org/entity/Q6116757,Jackky Bhagnani,nm1513319
http://www.wikidata.org/entity/Q6121223,Jaddanbai,nm0415274
http://www.wikidata.org/entity/Q6123339,Jai Akash,nm1623498
http://www.wikidata.org/entity/Q6123524,Jaideep Ahlawat,nm4188433
http://www.wikidata.org/entity/Q6741434,Malavika Avinash,nm4948556
http://www.wikidata.org/entity/Q6137435,T. Kanakam,nm0437055
http://www.wikidata.org/entity/Q6749787,Manini Mishra,nm2274497
http://www.wikidata.org/entity/Q6751173,Manoj K. Jayan,nm0419677
http://www.wikidata.org/entity/Q6150715,Janaki Sabesh,nm1315723
http://www.wikidata.org/entity/Q6154824,Jankidas,nm0417714
http://www.wikidata.org/entity/Q6164373,Jaswinder Bhalla,nm3243068
http://www.wikidata.org/entity/Q6112678,Jack Gaud,nm0996912
http://www.wikidata.org/entity/Q6123300,Jahor Roy,nm0712854
http://www.wikidata.org/entity/Q7499231,Shiva,nm3585913
http://www.wikidata.org/entity/Q6122737,Rathi,nm1696571
http://www.wikidata.org/entity/Q6161349,Jas Arora,nm0037017
http://www.wikidata.org/entity/Q6150645,Janagaraj,nm0417301
http://www.wikidata.org/entity/Q6122089,Jagadish,nm0415538
http://www.wikidata.org/entity/Q6122194,Jagapati Babu,nm0045075
http://www.wikidata.org/entity/Q6122250,Jagathy Sreekumar,nm0415549
http://www.wikidata.org/entity/Q6122567,Jaggesh,nm5726601
http://www.wikidata.org/entity/Q6123388,Jai Jagadish,nm5369586
http://www.wikidata.org/entity/Q6164577,Jatin Bora,nm2704306
http://www.wikidata.org/entity/Q6167455,Jayachitra,nm0419655
http://www.wikidata.org/entity/Q6167208,Jay Soni,nm2086798
http://www.wikidata.org/entity/Q6167608,Jayanthi,nm0419682
http://www.wikidata.org/entity/Q6727547,Nyra Banerjee,nm4659203
