item,itemLabel,imdbidLabel
http://www.wikidata.org/entity/Q5250658,Deepti Naval,nm0622732
http://www.wikidata.org/entity/Q5313290,Dulal Lahiri,nm1248561
http://www.wikidata.org/entity/Q5289359,Dolly Thakore,nm0856890
http://www.wikidata.org/entity/Q5318280,Dwij Yadav,nm2620148
http://www.wikidata.org/entity/Q5304387,Dr. Sharmila,tt10625672
http://www.wikidata.org/entity/Q5266378,Deepak Adhikari,nm3359025
http://www.wikidata.org/entity/Q5276736,Dileep (Gopalakrishnan P Pillai),nm0226770
http://www.wikidata.org/entity/Q5276803,Dilip Joshi,nm1118516
http://www.wikidata.org/entity/Q5277861,Dina Pathak,nm0665544
http://www.wikidata.org/entity/Q5278091,Dinesh Lal Yadav,nm5815769
http://www.wikidata.org/entity/Q5279710,Dipannita Sharma,nm1277428
http://www.wikidata.org/entity/Q5284713,Divyadarshini,nm5042676
http://www.wikidata.org/entity/Q5289321,Dolly Ahluwalia,nm0014081
http://www.wikidata.org/entity/Q5304338,Dr. Rajasekhar,nm0707362
http://www.wikidata.org/entity/Q5266493,Devang Patel,nm2544922
http://www.wikidata.org/entity/Q5276789,Dilip,nm7705638
http://www.wikidata.org/entity/Q5278106,Dinesh Thakur,nm0856897
http://www.wikidata.org/entity/Q5268911,Dhananjay Singh,nm1241173
http://www.wikidata.org/entity/Q5527878,Gautam Gulati,nm5013482
http://www.wikidata.org/entity/Q5431065,Faisal Khan,nm5882845
http://www.wikidata.org/entity/Q5431069,Faisal Khan,nm0451207
http://www.wikidata.org/entity/Q5527754,Gaurav Khanna,nm5561838
http://www.wikidata.org/entity/Q5436156,Farooq Sheikh,nm0787582
http://www.wikidata.org/entity/Q5436559,Faryal,nm0268619
http://www.wikidata.org/entity/Q5528059,Gavie Chahal,nm3977986
http://www.wikidata.org/entity/Q5565038,Gita Siddharth,nm0796496
http://www.wikidata.org/entity/Q5367727,Elspeth Duxbury,nm0245241
http://www.wikidata.org/entity/Q5564269,Girija,nm0006429
http://www.wikidata.org/entity/Q5397761,Esha Gupta,nm3373271
http://www.wikidata.org/entity/Q5501428,Freishia Bomanbehram,nm2697371
http://www.wikidata.org/entity/Q5512427,G. Ramanathan,nm0708000
http://www.wikidata.org/entity/Q5521051,Gangapada Basu,nm0060610
http://www.wikidata.org/entity/Q5527751,Gaurav Gera,nm1463550
http://www.wikidata.org/entity/Q5528726,Gayatri Patel,nm2138000
http://www.wikidata.org/entity/Q5564270,Girija Oak,nm2887354
http://www.wikidata.org/entity/Q5397759,Esha Kansara,nm6134772
http://www.wikidata.org/entity/Q5439490,Fearless Nadia,nm0269884
http://www.wikidata.org/entity/Q5451233,Firdaus Dadi,nm3987559
http://www.wikidata.org/entity/Q5452166,Firoz Dastur,nm0202117
http://www.wikidata.org/entity/Q5454588,Fish Venkat,nm3826757
http://www.wikidata.org/entity/Q5517537,Gajala,nm1271794
http://www.wikidata.org/entity/Q5527920,Gauthami Nair,nm4920833
http://www.wikidata.org/entity/Q5529984,Geetha Vijayan,nm1426323
http://www.wikidata.org/entity/Q5516315,Rajendra Prasad,nm0707399
http://www.wikidata.org/entity/Q5520823,Ganesh,nm2590318
http://www.wikidata.org/entity/Q5381748,Sonal Sehgal,nm2999515
http://www.wikidata.org/entity/Q5527641,Gauahar Khan,nm1247401
http://www.wikidata.org/entity/Q5527746,Gaurav Chopra,nm3365956
http://www.wikidata.org/entity/Q5527915,Gautham K Sharma,nm3083829
http://www.wikidata.org/entity/Q5557814,Giaa Manek,nm5003928
http://www.wikidata.org/entity/Q5429508,Fahadh Faasil,nm1335704
http://www.wikidata.org/entity/Q5443472,Fenil Umrigar,nm6404768
http://www.wikidata.org/entity/Q5408135,Sana Khan,nm3578897
http://www.wikidata.org/entity/Q5415060,Eva Grover,nm0344015
http://www.wikidata.org/entity/Q5527745,Gaurav Chakrabarty,nm4910628
http://www.wikidata.org/entity/Q5527769,Gauri Karnik,nm0439827
http://www.wikidata.org/entity/Q5527775,Gauri Pradhan Tejwani,nm1650168
http://www.wikidata.org/entity/Q5529942,Geeta Basra,nm2292877
http://www.wikidata.org/entity/Q5371544,Emile Czaja,nm0465040
http://www.wikidata.org/entity/Q5555636,Ghantasala Balaramayya,nm0049450
http://www.wikidata.org/entity/Q5451239,Firdous Bamji,nm0051479
http://www.wikidata.org/entity/Q5564237,Giri Babu,nm0320880
http://www.wikidata.org/entity/Q5564587,Sunkrish Bala,nm1726993
http://www.wikidata.org/entity/Q5435363,Farjana,nm2395418
http://www.wikidata.org/entity/Q5445204,Feroz,nm0273815
http://www.wikidata.org/entity/Q5512518,G. V. Iyer,nm0412676
http://www.wikidata.org/entity/Q5447845,M. B. Shetty,nm0792901
http://www.wikidata.org/entity/Q5528716,Gayathri Raguram,nm1690484
http://www.wikidata.org/entity/Q5529955,Geeta Madhuri,nm3559572
http://www.wikidata.org/entity/Q5512526,G. V. Prakash Kumar,nm1574854
http://www.wikidata.org/entity/Q5520822,Ganesh Babu,nm3749057
http://www.wikidata.org/entity/Q5553152,Gerson da Cunha,nm0196091
http://www.wikidata.org/entity/Q5528721,Gayatri Jayaraman,nm1069416
http://www.wikidata.org/entity/Q5529996,Geetu Mohandas,nm0595936
http://www.wikidata.org/entity/Q5512341,G. M. Durrani,nm0244334
http://www.wikidata.org/entity/Q5520831,Ganesh Janardhanan,nm2536215
http://www.wikidata.org/entity/Q5520871,Ganeshkar,nm4742611
http://www.wikidata.org/entity/Q5521346,Ganja Karuppu,nm2128968
http://www.wikidata.org/entity/Q5564076,Gippy Grewal,nm3993149
http://www.wikidata.org/entity/Q5528724,Gayatri Iyer,nm1276048
http://www.wikidata.org/entity/Q5527888,Gautam Rode,nm1294558
http://www.wikidata.org/entity/Q5520821,Ganesh Acharya,nm1017494
http://www.wikidata.org/entity/Q6368396,Karan Patel,nm2817004
http://www.wikidata.org/entity/Q6366618,Kapil Sharma,nm2576006
http://www.wikidata.org/entity/Q6374328,Kashinath,nm1134580
http://www.wikidata.org/entity/Q6347028,Kahlil Joseph,nm1395581
http://www.wikidata.org/entity/Q6167973,Jayshree T.,nm1033012
http://www.wikidata.org/entity/Q6368373,Karan,nm1093959
http://www.wikidata.org/entity/Q6214794,Joginder Shelly,nm0423656
http://www.wikidata.org/entity/Q6319394,Jyothirmayi,nm1411659
http://www.wikidata.org/entity/Q6323697,K. P. A. C. Lalitha,nm0433884
http://www.wikidata.org/entity/Q6349104,Kaka Radhakrishnan,nm0435336
http://www.wikidata.org/entity/Q6365648,Kanu Roy,nm0747083
http://www.wikidata.org/entity/Q6373661,Karuna Banerjee,nm0052334
http://www.wikidata.org/entity/Q6374810,Kasthuri Raja,nm1011997
http://www.wikidata.org/entity/Q6203171,Jishnu,nm1517703
http://www.wikidata.org/entity/Q6312356,June Malia,nm1315113
http://www.wikidata.org/entity/Q6373530,Karthik,nm0440231
http://www.wikidata.org/entity/Q6345790,Kaduvakulam Antony,nm2133977
http://www.wikidata.org/entity/Q6350742,Kalasala Babu,nm1498467
http://www.wikidata.org/entity/Q6354369,Kalpana Mohan,nm0436200
http://www.wikidata.org/entity/Q6355199,Kamaal Rashid Khan,nm2872548
http://www.wikidata.org/entity/Q6167686,Jayasurya Jayan,nm1334389
http://www.wikidata.org/entity/Q6167685,Jayasudha,nm0419707
http://www.wikidata.org/entity/Q6173112,Jeevitha,nm0420100
http://www.wikidata.org/entity/Q6378915,Kausalya,nm1648829
http://www.wikidata.org/entity/Q6261997,John Vijay,nm3682633
http://www.wikidata.org/entity/Q6279523,Jose Prakash,nm0430772
http://www.wikidata.org/entity/Q6317475,Rajendranath Zutshi,nm0958861
http://www.wikidata.org/entity/Q6344052,Kaberi Bose,nm0097876
http://www.wikidata.org/entity/Q6348098,Kainaz Motivala,nm3217731
http://www.wikidata.org/entity/Q6323460,K. K. Raina,nm0706953
http://www.wikidata.org/entity/Q6355516,Kamal Sadanah,nm0992027
http://www.wikidata.org/entity/Q6203255,Jitendra Joshi,nm1241555
http://www.wikidata.org/entity/Q6347764,Kaikala Satyanarayana,nm0004467
http://www.wikidata.org/entity/Q6354355,Kalpana,nm1427780
http://www.wikidata.org/entity/Q6354364,Kalpana Iyer,nm1165337
http://www.wikidata.org/entity/Q6360500,Kanal Kannan,nm0437791
http://www.wikidata.org/entity/Q6365725,Kanwal Toor,nm2852438
http://www.wikidata.org/entity/Q6365733,Kanwaljit Singh,nm1942776
http://www.wikidata.org/entity/Q6368394,Karan Oberoi,nm1855147
http://www.wikidata.org/entity/Q6368392,Karan Nath,nm0992664
http://www.wikidata.org/entity/Q6368403,Karan Wahi,nm5095993
http://www.wikidata.org/entity/Q6268834,Johny Antony,nm1434372
http://www.wikidata.org/entity/Q6297197,Joy Mathew,nm0558593
http://www.wikidata.org/entity/Q6305121,Juhi Babbar,nm1318320
http://www.wikidata.org/entity/Q6168478,Jazzy B,nm2263493
http://www.wikidata.org/entity/Q6323063,K. A. Thangavelu,nm3472914
http://www.wikidata.org/entity/Q6178509,Jennifer Kotwal,nm1572706
http://www.wikidata.org/entity/Q6343602,Kasinathuni Viswanath,nm0899649
http://www.wikidata.org/entity/Q6353941,Kallu Chidambaram,nm0157262
http://www.wikidata.org/entity/Q6360604,Kanan Kaushal,nm0442471
http://www.wikidata.org/entity/Q6361052,Kanchi Kaul,nm1481457
http://www.wikidata.org/entity/Q6178630,Jennifer Mistry Bansiwal,nm3166643
http://www.wikidata.org/entity/Q6368391,Karan Mehra,nm2335256
http://www.wikidata.org/entity/Q6373593,Karu Pazhaniappan,nm1493873
http://www.wikidata.org/entity/Q6374451,Kashmira Shah,nm0787447
http://www.wikidata.org/entity/Q6203212,Jisshu Sengupta,nm1702868
http://www.wikidata.org/entity/Q6270224,Jomol,nm0427274
http://www.wikidata.org/entity/Q6345194,Kadaru Nagabhushanam,nm0619059
http://www.wikidata.org/entity/Q6354365,Kalpana Kartik,nm0440235
http://www.wikidata.org/entity/Q6361009,Kanchanamala,nm0437149
http://www.wikidata.org/entity/Q6368389,Karan Kundra,nm4424993
http://www.wikidata.org/entity/Q6368399,Karan Razdan,nm0713615
http://www.wikidata.org/entity/Q6373558,Kartika Rane,nm2346595
http://www.wikidata.org/entity/Q6352394,Kali Banerjee,nm0052332
http://www.wikidata.org/entity/Q6354857,Kalyan Kumar,nm0474819
http://www.wikidata.org/entity/Q6355198,Kamaal Khan,nm0451250
http://www.wikidata.org/entity/Q6323764,K. P. Ummer,nm0880893
http://www.wikidata.org/entity/Q6360976,Kanchan Mullick,nm3368667
http://www.wikidata.org/entity/Q6365453,Kanthimathi,nm1314762
http://www.wikidata.org/entity/Q6359918,Kamya Panjabi,nm3071122
http://www.wikidata.org/entity/Q6366597,Kopil Bora,nm6757897
http://www.wikidata.org/entity/Q6368406,Karan Trivedi,nm3237783
http://www.wikidata.org/entity/Q6371091,Karishma Randhawa,nm2948486
http://www.wikidata.org/entity/Q6373531,Karthik Kumar,nm2275012
http://www.wikidata.org/entity/Q6373552,Kartik Aaryan,nm4449711
http://www.wikidata.org/entity/Q6373686,Karunas,nm1420619
http://www.wikidata.org/entity/Q6374806,Kasthuri,nm0441030
http://www.wikidata.org/entity/Q6350701,Kalaranjini,nm1464127
http://www.wikidata.org/entity/Q6354367,Kalpana Pandit,nm1261231
http://www.wikidata.org/entity/Q6355716,Kamalika Banerjee,nm3358260
http://www.wikidata.org/entity/Q6368281,Karamana Janardanan Nair,nm0438854
http://www.wikidata.org/entity/Q6371092,Karishma Tanna,nm1656076
http://www.wikidata.org/entity/Q6360988,Kanchana,nm0437147
http://www.wikidata.org/entity/Q6173032,Jeevan,nm0420092
http://www.wikidata.org/entity/Q6368397,Karan Sharma,nm1833478
http://www.wikidata.org/entity/Q6360359,Kanaka,nm1262182
http://www.wikidata.org/entity/Q6360972,Kanchan,nm0437146
http://www.wikidata.org/entity/Q6055867,Prem Nath,nm0622193
http://www.wikidata.org/entity/Q5589918,Govindini Murty,nm0615475
http://www.wikidata.org/entity/Q6080393,Ishita Sharma,nm2623624
http://www.wikidata.org/entity/Q5752142,SajithaMadathil,nm5399645
http://www.wikidata.org/entity/Q5673758,Harsh Mayar,nm4244312
http://www.wikidata.org/entity/Q5765100,Himanshu Malik,nm0539574
http://www.wikidata.org/entity/Q5765124,Himarsha Venkatsamy,nm6598220
http://www.wikidata.org/entity/Q5769365,Hiranmoy Chatterjee,nm3360529
http://www.wikidata.org/entity/Q5620250,Gurpreet Singh,nm8607069
http://www.wikidata.org/entity/Q5589841,Govind Padmasoorya,nm3286607
http://www.wikidata.org/entity/Q5615280,Gugu Gill,nm1125989
http://www.wikidata.org/entity/Q5617879,Gulshan Devaiah,nm3761132
http://www.wikidata.org/entity/Q5617958,Gulzar Inder Chahal,nm3589378
http://www.wikidata.org/entity/Q5657593,Harindranath Chattopadhyay,nm0154129
http://www.wikidata.org/entity/Q5711021,Hemant Mahaur,nm1195399
http://www.wikidata.org/entity/Q5588482,Goutam Halder,nm6352728
http://www.wikidata.org/entity/Q5589906,Govindarajula Subba Rao,nm0332875
http://www.wikidata.org/entity/Q5584281,Gopi Krishna,nm0471438
http://www.wikidata.org/entity/Q5615167,Gufi Paintal,nm1031824
http://www.wikidata.org/entity/Q5618682,Gundu Sudarshan,nm4646325
http://www.wikidata.org/entity/Q5619906,Gurdeep Kohli,nm2822348
http://www.wikidata.org/entity/Q5614430,Gubbi Veeranna,nm1246073
http://www.wikidata.org/entity/Q5616586,Guinness Pakru,nm1861527
http://www.wikidata.org/entity/Q5618679,Gundu Hanumantha Rao,nm0361516
http://www.wikidata.org/entity/Q5620175,Gurmeet Ram Rahim Singh,nm6832369
http://www.wikidata.org/entity/Q5620246,Gurpreet Ghuggi,nm1836657
http://www.wikidata.org/entity/Q5657975,Harisree Ashokan,nm1428080
http://www.wikidata.org/entity/Q6106642,J. Om Prakash,nm0695162
http://www.wikidata.org/entity/Q5673802,Harsha Vardhan,nm1350569
http://www.wikidata.org/entity/Q5657570,Harinam Singh,nm1391675
http://www.wikidata.org/entity/Q5657888,Harish Kumar,nm0363055
http://www.wikidata.org/entity/Q6073900,Irshad,nm1537406
http://www.wikidata.org/entity/Q5765372,Himmanshoo A. Malhotra,nm3875800
http://www.wikidata.org/entity/Q5997229,Ilavarasu,nm2008829
http://www.wikidata.org/entity/Q5646393,Hamsa Nandini,nm2334720
http://www.wikidata.org/entity/Q6026916,Indraneil Sengupta,nm1778890
http://www.wikidata.org/entity/Q5654381,Harbhajan Mann,nm1649844
http://www.wikidata.org/entity/Q5711029,Hemant Pandey,nm0659235
http://www.wikidata.org/entity/Q5577574,Gohar Mamajiwala,nm0324733
http://www.wikidata.org/entity/Q5590129,Gowri Munjal,nm2329982
http://www.wikidata.org/entity/Q6105225,J. D. Chakravarthy,nm0149835
http://www.wikidata.org/entity/Q6107295,J. V. Ramana Murthi,nm0412910
http://www.wikidata.org/entity/Q5880895,Esram Jayasinghe,nm0261312
http://www.wikidata.org/entity/Q5620498,Gurukiran,nm4928431
http://www.wikidata.org/entity/Q5620533,Guruprasad,nm5744563
http://www.wikidata.org/entity/Q5621241,Vikram Dharma,nm0223502
http://www.wikidata.org/entity/Q5657880,Harish Kalyan,nm4945396
http://www.wikidata.org/entity/Q5640490,Hakim Rawther,nm1165006
http://www.wikidata.org/entity/Q5654116,Haranath,nm0363039
http://www.wikidata.org/entity/Q5617143,Gul Hamid,nm0357638
http://www.wikidata.org/entity/Q5666095,Rahul Ranade,nm0709371
http://www.wikidata.org/entity/Q5673766,Harsh Rajput,nm3395530
http://www.wikidata.org/entity/Q5957418,Krishna Chandra Dey,nm0223347
http://www.wikidata.org/entity/Q5679286,Hasleen Kaur,nm3843026
http://www.wikidata.org/entity/Q5657850,Harish Bhimani,nm1223455
http://www.wikidata.org/entity/Q5987748,Idavela Babu,nm1434433
http://www.wikidata.org/entity/Q5673877,Harshika Poonacha,nm4148576
http://www.wikidata.org/entity/Q5711050,Hemanth Menon,nm1334235
http://www.wikidata.org/entity/Q5698080,Heera Rajagopal,nm0707409
http://www.wikidata.org/entity/Q6035995,Innocent,nm0409204
http://www.wikidata.org/entity/Q6067643,Pawan Kalyan,nm0436302
http://www.wikidata.org/entity/Q5923672,Hridaynath Mangeshkar,nm0542195
http://www.wikidata.org/entity/Q6106203,J. K. Rithesh,nm7020258
http://www.wikidata.org/entity/Q6079884,Isha Talwar,nm1589340
http://www.wikidata.org/entity/Q5871903,Hiten Paintal,nm1515793
http://www.wikidata.org/entity/Q6026949,Indrans,nm1428724
http://www.wikidata.org/entity/Q5871909,Hiten Tejwani,nm1381801
http://www.wikidata.org/entity/Q5949546,Hussain Kuwajerwala,nm2822548
http://www.wikidata.org/entity/Q6066032,Ira Dubey,nm2419974
http://www.wikidata.org/entity/Q6080395,Ishita Arun,nm1397226
http://www.wikidata.org/entity/Q5936662,Huma Qureshi,nm4806622
http://www.wikidata.org/entity/Q5957703,Kalabhavan Mani,nm0542343
http://www.wikidata.org/entity/Q6034248,Iniya,nm4710376
http://www.wikidata.org/entity/Q6079899,Ishaan Khatter,nm2020109
http://www.wikidata.org/entity/Q6026877,Indraja,nm0408548
http://www.wikidata.org/entity/Q6026922,Indrani Haldar,nm0354795
http://www.wikidata.org/entity/Q6073200,Ironleg Sastri,nm0766054
http://www.wikidata.org/entity/Q6043141,Nina Wadia,nm0905564
http://www.wikidata.org/entity/Q5590131,Gaurie Pandit,nm2514087
http://www.wikidata.org/entity/Q6079991,Ishaq Bux,nm0125497
http://www.wikidata.org/entity/Q5710886,Hema,nm1332553
http://www.wikidata.org/entity/Q6063160,Jeevan,nm1420541
http://www.wikidata.org/entity/Q6017668,Inder Kumar,nm0474812
http://www.wikidata.org/entity/Q6437439,Krishna Kumar,nm0471459
http://www.wikidata.org/entity/Q6479962,Lakshmy Ramakrishnan,nm3826010
http://www.wikidata.org/entity/Q6721134,Maanvi Gagroo,nm3116470
http://www.wikidata.org/entity/Q6444164,Kunal Mitra,nm1398669
http://www.wikidata.org/entity/Q6660659,Lizy,nm0515488
http://www.wikidata.org/entity/Q6659627,Livingston,nm1679054
http://www.wikidata.org/entity/Q6495829,Latha,nm0490058
http://www.wikidata.org/entity/Q6443482,Kumar Gaurav,nm0310173
http://www.wikidata.org/entity/Q6444171,Kunal Vijaykar,nm1576990
http://www.wikidata.org/entity/Q6444213,Kunchacko Boban,nm0090283
http://www.wikidata.org/entity/Q6445129,Kunwar Amar,nm3796615
http://www.wikidata.org/entity/Q6447502,Kurush Deboo,nm0213493
http://www.wikidata.org/entity/Q6713016,M. Prabhakar Reddy,nm0694884
http://www.wikidata.org/entity/Q6516244,Leela Desai,nm0220824
http://www.wikidata.org/entity/Q6520598,Lekh Tandon,nm0849195
http://www.wikidata.org/entity/Q6558075,Lisa Haydon,nm3629863
http://www.wikidata.org/entity/Q6434821,Kovai Sarala,nm0764821
http://www.wikidata.org/entity/Q6437529,Krishnam Raju,nm0471464
http://www.wikidata.org/entity/Q6437551,Krishnankutty Nair,nm0476572
http://www.wikidata.org/entity/Q6444159,Kunal Karan Kapoor,nm5093034
http://www.wikidata.org/entity/Q6444215,Kunchan,nm0475070
http://www.wikidata.org/entity/Q6712783,M. K. Thyagaraja Bhagavathar,nm0080165
http://www.wikidata.org/entity/Q6467144,Laboni Sarkar,nm0765270
http://www.wikidata.org/entity/Q6479877,Lakshmi Manchu,nm1711203
http://www.wikidata.org/entity/Q6727497,Madhupal,nm1004639
http://www.wikidata.org/entity/Q6448440,Kuthiravattam Pappu,nm0660658
http://www.wikidata.org/entity/Q6437382,Krishna Bhagavaan,nm1223449
http://www.wikidata.org/entity/Q6442679,Kul Sidhu,nm4724737
http://www.wikidata.org/entity/Q6444147,Kunal Singh,nm0997284
http://www.wikidata.org/entity/Q6444168,Kunal Shah,nm4309046
http://www.wikidata.org/entity/Q6444681,Kunika,nm0969505
http://www.wikidata.org/entity/Q6447871,Kushal Chakraborty,nm0149842
http://www.wikidata.org/entity/Q6447877,Kushal Tandon,nm5014087
http://www.wikidata.org/entity/Q6448629,Radhika Kumaraswamy,nm1773444
http://www.wikidata.org/entity/Q6495046,Lata Sabharwal,nm1751476
http://www.wikidata.org/entity/Q6712974,M. P. Shankar,nm1150964
http://www.wikidata.org/entity/Q6713127,M. S. Thripunithura,nm1525288
http://www.wikidata.org/entity/Q6713144,M. Sasikumar,nm4241449
http://www.wikidata.org/entity/Q6479880,Lakshmi Menon,nm5068044
http://www.wikidata.org/entity/Q6505245,Laxmikant Berde,nm0073426
http://www.wikidata.org/entity/Q6516259,Leela Mishra,nm0592789
http://www.wikidata.org/entity/Q6520599,Lekha Washington,nm3262096
http://www.wikidata.org/entity/Q6434318,Kottayam Nazeer,nm1504987
http://www.wikidata.org/entity/Q6437372,Krishna Ghattamaneni,nm0315553
http://www.wikidata.org/entity/Q6437374,Krushna Abhishek,nm2243737
http://www.wikidata.org/entity/Q6437637,Krishnudu,nm3809856
http://www.wikidata.org/entity/Q6505439,Laya,nm0493483
http://www.wikidata.org/entity/Q6439798,Krystle D'Souza,nm3814795
http://www.wikidata.org/entity/Q6442810,Kulappulli Leela,nm1728630
http://www.wikidata.org/entity/Q6443214,Kulraj Randhawa,nm2430007
http://www.wikidata.org/entity/Q6480359,Lalit Behl,nm5769873
http://www.wikidata.org/entity/Q6505202,Laxmi Chhaya,nm0156857
http://www.wikidata.org/entity/Q6668645,Lokesh,nm0518090
http://www.wikidata.org/entity/Q6438563,Kriti Kharbanda,nm3713653
http://www.wikidata.org/entity/Q6444134,Kunaal Roy Kapur,nm2622986
http://www.wikidata.org/entity/Q6456668,L. V. Prasad,nm0695264
http://www.wikidata.org/entity/Q6433821,Kota Srinivasa Rao,nm0004469
http://www.wikidata.org/entity/Q6434301,Kottarakkara Sreedharan Nair,nm0619758
http://www.wikidata.org/entity/Q6579447,Nitish Bharadwaj,nm0080232
http://www.wikidata.org/entity/Q6437630,Krishnaveni,nm0471502
http://www.wikidata.org/entity/Q6722336,Mac Mohan,nm0595909
http://www.wikidata.org/entity/Q6442879,Kuldeep Pawar,nm1747928
http://www.wikidata.org/entity/Q6448628,Kutty Padmini,nm0655805
http://www.wikidata.org/entity/Q6435847,Nithya Menen,nm3383930
http://www.wikidata.org/entity/Q6443609,Kumari Kamala,nm0474926
http://www.wikidata.org/entity/Q6447875,Kushal Punjabi,nm0667451
http://www.wikidata.org/entity/Q6516295,Leelavathi,nm0498645
http://www.wikidata.org/entity/Q6516340,Leena Chandavarkar,nm0151293
http://www.wikidata.org/entity/Q6502826,Lavrenti Lopes,nm3192168
http://www.wikidata.org/entity/Q6543511,Rajasulochana,nm0707367
http://www.wikidata.org/entity/Q6480614,Lalu Alex,nm0018203
http://www.wikidata.org/entity/Q6516344,Leena Jumani,nm4857275
http://www.wikidata.org/entity/Q6522070,Lena Abhilash,nm2445419
http://www.wikidata.org/entity/Q6502376,Lavanya Tripathi,nm5194945
http://www.wikidata.org/entity/Q6706095,Luv Sinha,nm3093254
http://www.wikidata.org/entity/Q6713081,M. S. Bhaskar,nm2132667
http://www.wikidata.org/entity/Q6575740,Mahasweta Ray,nm1127307
http://www.wikidata.org/entity/Q6575816,Sadhu Meher,nm0576404
http://www.wikidata.org/entity/Q6575090,Sarat Pujari,nm1106140
http://www.wikidata.org/entity/Q6665461,Locket Chatterjee,nm3089623
http://www.wikidata.org/entity/Q6705105,Lushin Dubey,nm1876057
http://www.wikidata.org/entity/Q6437449,Krishna Kumari,nm0474928
http://www.wikidata.org/entity/Q6702095,Luke Kenny,nm5607361
http://www.wikidata.org/entity/Q6712578,M. G. Chakrapani,nm0149833
http://www.wikidata.org/entity/Q6712604,M. G. Soman,nm0813762
http://www.wikidata.org/entity/Q6712629,M. H. Douglas,nm1755108
http://www.wikidata.org/entity/Q6480008,Lal,nm0482309
http://www.wikidata.org/entity/Q6751197,Manoj Tiwari,nm2486220
http://www.wikidata.org/entity/Q6893516,Mohan,nm0595897
http://www.wikidata.org/entity/Q6867888,Minmini,nm1524253
http://www.wikidata.org/entity/Q6752177,Raasi,nm0704682
http://www.wikidata.org/entity/Q6761233,Maria Goretti,nm1430830
http://www.wikidata.org/entity/Q6797299,Mayilsamy,nm1416319
http://www.wikidata.org/entity/Q6807581,Meena Gokuldas,nm5198143
http://www.wikidata.org/entity/Q6809002,Megha Gupta,nm4488635
http://www.wikidata.org/entity/Q6862116,Mimi Chakraborty,nm5450663
http://www.wikidata.org/entity/Q6869043,Minoo Mumtaz,nm0612618
http://www.wikidata.org/entity/Q6933583,Mukri,nm0611617
http://www.wikidata.org/entity/Q6872001,Mir Afsar Ali,nm4433883
http://www.wikidata.org/entity/Q6893613,Mohan Raman,nm0707990
http://www.wikidata.org/entity/Q6900436,Monisha,nm1105909
http://www.wikidata.org/entity/Q6919077,Moumita Gupta,nm3373432
http://www.wikidata.org/entity/Q6894206,Mohit Chauhan,nm1231900
http://www.wikidata.org/entity/Q6784856,Mast Ali,nm4465032
http://www.wikidata.org/entity/Q6875491,Mishal Raheja,nm6813370
http://www.wikidata.org/entity/Q6876928,Miss Kumari,nm0474922
http://www.wikidata.org/entity/Q6880705,Mita Vashisht,nm0890622
http://www.wikidata.org/entity/Q6881653,Mithra Kurian,nm3833297
http://www.wikidata.org/entity/Q6893541,Mohan Kanda,nm0595901
http://www.wikidata.org/entity/Q6897935,Monali Thakur,nm4232545
http://www.wikidata.org/entity/Q6919169,Mouni Roy,nm4655028
http://www.wikidata.org/entity/Q6931806,Mudigonda Lingamurthy,nm0512759
http://www.wikidata.org/entity/Q6751191,Manoj Manchu,nm2486247
http://www.wikidata.org/entity/Q6754602,Maradona Rebello,nm2804734
http://www.wikidata.org/entity/Q6797611,Mayoori,nm7083444
http://www.wikidata.org/entity/Q6807586,Meena Khadikar,nm1599231
http://www.wikidata.org/entity/Q6809046,Meghana Erande,nm3865129
http://www.wikidata.org/entity/Q6809218,Mehar Mittal,nm0594105
http://www.wikidata.org/entity/Q6807604,Meenakshi,nm1525021
http://www.wikidata.org/entity/Q6785058,Master Manjunath,nm0542503
http://www.wikidata.org/entity/Q6807675,Meera Vasudevan,nm1417289
http://www.wikidata.org/entity/Q6809053,Meghana Raj,nm3964131
http://www.wikidata.org/entity/Q6809084,Meghnad Bhattacharya,nm3786279
http://www.wikidata.org/entity/Q6834839,Michael Thangadurai,nm6176534
http://www.wikidata.org/entity/Q6893409,Mohammed Zeeshan Ayyub,nm4269474
http://www.wikidata.org/entity/Q6897636,Mona Ambegaonkar,nm1263050
http://www.wikidata.org/entity/Q6906781,Monu Mukhopadhyay,nm0611540
http://www.wikidata.org/entity/Q6893530,Mohan Gokhale,nm0324843
http://www.wikidata.org/entity/Q6893543,Mohan Kapoor,nm1018245
http://www.wikidata.org/entity/Q6929584,Mrinal Dev-Kulkarni,nm0474604
http://www.wikidata.org/entity/Q6930001,Mrunmayee Deshpande,nm5377484
http://www.wikidata.org/entity/Q6894205,Mohit Chadda,nm1920568
http://www.wikidata.org/entity/Q6897725,Mona Thiba,nm2018566
http://www.wikidata.org/entity/Q6897735,Mona Vasu,nm2324046
http://www.wikidata.org/entity/Q6907364,Moolchand,nm1425570
http://www.wikidata.org/entity/Q6932094,Mugdha Godse,nm2585918
http://www.wikidata.org/entity/Q6807665,Meera Chopra,nm1853502
http://www.wikidata.org/entity/Q6827117,Mia George,nm5573352
http://www.wikidata.org/entity/Q6897927,Monal,nm5578623
http://www.wikidata.org/entity/Q6862242,Mimicry Dayanand,nm6284100
http://www.wikidata.org/entity/Q6752280,Manu Malik,nm1631983
http://www.wikidata.org/entity/Q6867789,Mink Brar,nm0802173
http://www.wikidata.org/entity/Q6753380,Manya,nm1474067
http://www.wikidata.org/entity/Q6894209,Mohit Raina,nm3741768
