,IMDb_id,name,occupation,all_film_ocupations,occup1_num,occup1_films,occup2_num,occup2_films,occup3_num,occup3_films,occup4_num,occup4_films
0,nm1066396,Ranjith,"['Writer ', ' Director ', ' Producer']","['Writer', 'Director', 'Producer', 'Actor']",52,"{'tt13984024': [' ', 'Madhavi'], 'tt8426964': [' 2018', 'Drama'], 'tt6426832': [' 2017', 'Puthan Panam'], 'tt5448766': [' 2016', 'Ithu Thaanda Police'], 'tt4881242': [' 2015', 'Loham'], 'tt4686500': [' 2015', 'Ayal Njanalla'], 'tt3134214': [' 2013', 'Kadal Kadannu Oru Maathukutty'], 'tt2610258': [' 2012', 'Bavuttiyude Namathil'], 'tt2175672': [' 2012/I', 'Spirit'], 'tt2078644': [' 2011', 'Indian Rupee']}",22,"{'tt7905130': ['', 'Oru Bilathikadha'], 'tt13984024': ['', 'Madhavi'], 'tt8426964': ['', 'Drama'], 'tt6426832': ['', 'Puthan Panam'], 'tt5508592': ['', 'Leela'], 'tt4881242': ['', 'Loham'], 'tt3837180': ['', 'Njan'], 'tt3134214': ['', 'Kadal Kadannu Oru Maathukutty'], 'tt2175672': ['', 'Spirit'], 'tt2451718': ['', 'One More Chance (Black Birds)']}",11,"{'tt13275740': ['', 'Kothth'], 'tt11604676': ['', 'Nayattu'], 'tt11322920': ['', 'Ayappanu Koshium'], 'tt6426832': ['', 'Puthan Panam'], 'tt3885736': ['', 'Munnariyippu'], 'tt2451718': ['', 'One More Chance (Black Birds)'], 'tt1695800': ['', 'Pranchiyettan and the Saint'], 'tt1539997': ['', 'Kerala Cafe'], 'tt1305889': ['', 'Thirakkatha'], 'tt0357946': ['', 'Nandanam']}",10,"{'tt9628630': ['', 'King Fish'], 'tt11250720': ['', 'One'], 'tt11322920': ['', 'Ayappanu Koshium'], 'tt7581552': ['', 'Unda'], 'tt7523010': ['', 'Koode'], 'tt4259440': ['', 'The Soul'], 'tt1327926': ['', 'Gulmohar'], 'tt1305889': ['', 'Thirakkatha'], 'tt0353591': ['', 'Kaalal Pada'], 'tt0237224': ['', 'Ezhuthapurangal']}"
