,wiki_id
1795,Q274244
1796,NULL
1797,NULL
1798,Q16171000
1799,Q2063009
1800,Q6708924
1801,NULL
1802,Q1507268
1803,Q2151619
1804,Q7346990
1805,Q914315
1806,Q1999283
1807,Q415425
1808,Q400584
1809,Q4353908
1810,Q1240197
1811,Q951368
1812,Q2020181
1813,NULL
1814,Q5983040
1815,Q1356204
1816,Q7154200
1817,Q512775
1818,Q5222779
1819,NULL
1820,Q8351
1821,Q1104084
1822,Q377464
1823,Q22102137
1824,Q15885469
1825,Q22075553
1826,Q2224530
1827,Q278612
1828,Q1044653
1829,Q1364870
1830,NULL
1831,Q83540213
1832,Q2405762
1833,Q7349903
1834,Q6131726
1835,Q513625
1836,Q65906
1837,Q2062126
1838,Q1453232
1839,Q7345660
1840,Q3012709
1841,NULL
1842,Q446763
1843,Q5231372
1844,NULL
1845,Q2571042
1846,Q5925991
1847,Q430899
1848,Q5302109
1849,Q1255794
1850,Q5541086
1851,Q1699673
1852,Q19629057
1853,Q1680430
1854,Q48910446
1855,Q1493931
1856,Q15874738
1857,Q2544572
1858,Q1292284
1859,Q516780
1860,Q16199863
1861,Q505498
1862,Q642196
1863,Q6175927
1864,Q17292257
1865,Q453160
1866,Q393686
1867,Q1609972
1868,NULL
1869,Q92767496
1870,Q506155
1871,NULL
1872,Q27959916
1873,Q1676994
1874,Q6262155
1875,NULL
1876,Q2377585
1877,Q7323363
1878,Q507485
1879,Q414222
1880,Q1537991
1881,NULL
1882,Q7298275
1883,NULL
1884,Q5539947
1885,Q1239503
1886,Q5261791
1887,Q1270112
1888,Q462572
1889,Q1064473
1890,Q5056194
1891,Q7325147
1892,Q353768
1893,Q1452367
1894,NULL
1895,Q28039459
1896,Q2158543
1897,Q1351447
1898,Q1675606
1899,Q5126544
1900,Q1207139
1901,Q508351
1902,Q2536771
1903,Q1365563
1904,Q16731494
1905,Q6415433
1906,Q6388685
1907,Q16197897
1908,Q5239953
1909,NULL
1910,Q105725
1911,Q2790955
1912,Q2087704
1913,Q1499405
1914,Q86593
1915,Q1373988
1916,Q1699437
1917,NULL
1918,Q537520
1919,Q22075529
1920,NULL
1921,Q16866670
1922,Q2566372
1923,Q911247
1924,Q7612146
1925,Q1501432
1926,Q5735121
1927,Q22074629
1928,Q178716
1929,Q710986
1930,Q1332271
1931,Q6742212
1932,Q7032564
1933,Q1613153
1934,Q7344801
1935,Q1386352
1936,Q6525738
1937,Q1229279
1938,NULL
1939,Q7812278
1940,Q7331356
1941,NULL
1942,Q1378700
1943,Q1344734
1944,Q1290770
1945,Q262728
1946,Q3827165
1947,Q5393656
1948,NULL
1949,Q973126
1950,Q214664
1951,Q1097965
1952,Q182986
1953,Q2158525
1954,Q1192220
1955,NULL
1956,Q712055
1957,Q1634543
1958,Q13560398
1959,Q1707407
1960,Q1200053
1961,Q29371944
1962,NULL
1963,NULL
1964,Q708878
1965,Q2580846
1966,Q1065618
1967,NULL
1968,Q973528
1969,Q5301998
1970,Q7297184
1971,Q5585524
1972,Q279129
1973,Q6183560
1974,Q918591
1975,Q5217339
1976,NULL
1977,Q1729241
1978,NULL
1979,Q1444560
1980,Q72595
1981,NULL
1982,Q16731260
1983,Q383142
1984,Q2577710
1985,Q7340797
1986,Q17291692
1987,Q4933420
1988,Q22101864
1989,Q6577733
1990,Q1522637
1991,NULL
1992,NULL
1993,Q11776235
1994,Q5531515
1995,Q6847308
1996,Q15784088
1997,NULL
1998,NULL
1999,Q1607864
2000,Q571348
2001,Q6390700
2002,Q2966560
2003,Q1911401
2004,Q389849
2005,NULL
2006,Q7627028
2007,NULL
2008,Q3528562
2009,Q118655
2010,Q17626514
2011,Q5234232
2012,Q2161758
2013,Q1711555
2014,NULL
2015,Q104906258
2016,NULL
2017,Q1368213
2018,Q655911
2019,Q466680
2020,Q6115344
2021,Q5292521
2022,Q367745
2023,NULL
2024,Q1680316
2025,Q16009761
2026,Q5258165
2027,Q6808722
2028,NULL
2029,Q5234993
2030,Q504191
2031,Q2549756
2032,Q1666270
2033,Q4015460
2034,Q1292659
2035,Q1064136
2036,Q1443174
2037,Q1338253
2038,Q15637776
2039,Q2500741
2040,Q2522160
2041,Q893694
2042,NULL
2043,Q61269467
2044,Q1283768
2045,Q15999678
2046,Q1501408
2047,Q16018374
2048,Q980785
2049,NULL
2050,Q2636767
2051,Q8644
2052,Q5248446
2053,Q519207
2054,Q331123
2055,Q1325753
2056,Q2062426
2057,Q1681261
2058,Q16015193
2059,Q5606950
2060,Q1606514
2061,Q1329546
2062,Q107039718
2063,Q11300
2064,Q710209
2065,NULL
2066,Q3370884
2067,Q15710493
2068,Q15853556
2069,Q113336
2070,Q1687065
2071,Q443047
2072,Q302535
2073,Q7427307
2074,Q681097
2075,Q505108
2076,Q5106721
2077,NULL
2078,Q96606
2079,Q1730166
2080,Q1351550
2081,Q1806083
2082,Q8015332
2083,Q1445229
2084,NULL
2085,Q1708070
2086,Q6814035
2087,Q1701293
2088,Q7345661
2089,Q7175329
2090,NULL
2091,Q7831843
2092,Q1123883
2093,Q1339932
2094,Q1735137
2095,Q11980717
2096,Q4932504
2097,Q2357822
2098,NULL
2099,Q1672338
2100,Q1479623
2101,Q993144
2102,Q1547897
2103,NULL
2104,Q7964759
2105,Q2157833
2106,Q1164674
2107,Q1091934
2108,Q11781430
2109,Q1334193
2110,Q521379
2111,Q2032329
2112,Q113861
2113,NULL
2114,Q7921878
2115,Q17421383
2116,Q2093312
2117,Q509635
2118,NULL
2119,Q1454375
2120,Q1677235
2121,Q603470
2122,Q7177189
2123,NULL
2124,Q1444092
2125,Q2261020
2126,Q3260115
2127,NULL
2128,Q438450
2129,Q6686914
2130,NULL
2131,Q505629
2132,Q1871863
2133,NULL
2134,NULL
2135,Q1337211
2136,Q1627924
2137,Q1684305
2138,Q5290941
2139,Q16007663
2140,Q2391399
2141,Q1610333
2142,Q28675851
2143,NULL
2144,Q1687742
2145,Q6228949
2146,NULL
2147,Q16750458
2148,Q7358326
2149,Q22075559
2150,Q2641345
2151,Q7348204
2152,Q13493406
2153,Q2036265
2154,Q451248
2155,NULL
2156,Q2578830
2157,Q2576629
2158,Q1674729
2159,Q1993551
2160,Q5218087
2161,NULL
2162,Q762104
2163,Q1294872
2164,NULL
2165,Q437621
2166,Q3098984
2167,Q6510549
2168,Q22102131
2169,NULL
2170,Q1294704
2171,Q1494888
2172,NULL
2173,Q1312419
2174,NULL
2175,Q6014455
2176,Q1291862
2177,Q8012438
2178,Q2275891
2179,NULL
2180,NULL
2181,NULL
2182,NULL
2183,NULL
2184,NULL
2185,NULL
2186,Q2580804
2187,Q1609165
2188,NULL
2189,Q2370120
2190,NULL
2191,Q3610103
2192,Q1701463
2193,NULL
2194,Q6112282
2195,Q913050
2196,NULL
2197,Q710059
2198,NULL
2199,NULL
2200,Q7313314
2201,Q1542688
2202,Q4886448
2203,Q6113228
2204,Q5325990
2205,NULL
2206,Q3973175
2207,Q3062950
2208,Q15855329
2209,Q1453229
2210,Q13531127
2211,NULL
2212,Q3431371
2213,NULL
2214,NULL
2215,NULL
2216,NULL
2217,Q1677007
2218,Q6217561
2219,NULL
2220,NULL
2221,Q11775407
2222,Q15623015
2223,Q16162621
