,Work_period_start,Work_period_end,Wiki_id
3796,,,http://www.wikidata.org/entity/Q20630237
3797,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q20128241
3798,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q20588531
3799,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q20261418
3800,,,http://www.wikidata.org/entity/Q20558491
3801,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q20090576
3802,,,http://www.wikidata.org/entity/Q19813300
3803,"work period (start)
2011
2 references",,http://www.wikidata.org/entity/Q19882323
3804,,,http://www.wikidata.org/entity/Q19892701
3805,,,http://www.wikidata.org/entity/Q19885353
3806,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q19881688
3807,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q19894350
3808,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q19895090
3809,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q19898335
3810,,,http://www.wikidata.org/entity/Q19956184
3811,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q19968643
3812,"work period (start)
2011
edit
1 reference
add value",,http://www.wikidata.org/entity/Q20090634
3813,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q19882088
3814,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q19891084
3815,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q19891567
3816,,,http://www.wikidata.org/entity/Q19815745
3817,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q19843200
3818,,,http://www.wikidata.org/entity/Q20090119
3819,,,http://www.wikidata.org/entity/Q19891181
3820,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q19891959
3821,,,http://www.wikidata.org/entity/Q19892051
3822,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q19892020
3823,"work period (start)
1948
1 reference",,http://www.wikidata.org/entity/Q19892983
3824,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q19896188
3825,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q19898405
3826,"work period (start)
1998
edit
1 reference
add value",,http://www.wikidata.org/entity/Q20020380
3827,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q19872823
3828,,,http://www.wikidata.org/entity/Q19882220
3829,,,http://www.wikidata.org/entity/Q19891322
3830,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q19896075
3831,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q20081051
3832,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q19973667
3833,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q20090126
3834,,,http://www.wikidata.org/entity/Q19957953
3835,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q19968682
3836,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q19968633
3837,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q19818718
3838,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q19803955
3839,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q20090120
3840,,,http://www.wikidata.org/entity/Q20090635
3841,,,http://www.wikidata.org/entity/Q19891086
3842,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q19891334
3843,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q19892723
3844,,,http://www.wikidata.org/entity/Q19895107
3845,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q19895366
3846,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q19938126
3847,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q19888034
3848,,,http://www.wikidata.org/entity/Q19892704
3849,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q19896001
3850,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q20087066
3851,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q20090578
3852,,,http://www.wikidata.org/entity/Q19892053
3853,,,http://www.wikidata.org/entity/Q19896209
3854,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q20640728
3855,,,http://www.wikidata.org/entity/Q20643557
3856,,,http://www.wikidata.org/entity/Q20649327
3857,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q20649388
3858,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q20649321
3859,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q20649453
3860,,,http://www.wikidata.org/entity/Q20684305
3861,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q20684723
3862,,,http://www.wikidata.org/entity/Q20685290
3863,,,http://www.wikidata.org/entity/Q20685440
3864,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q20685511
3865,,,http://www.wikidata.org/entity/Q20685596
3866,,,http://www.wikidata.org/entity/Q20630591
3867,,,http://www.wikidata.org/entity/Q20638100
3868,,,http://www.wikidata.org/entity/Q20665757
3869,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q20684151
3870,"work period (start)
1973
edit
1 reference
add value",,http://www.wikidata.org/entity/Q20687315
3871,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q20687655
3872,,,http://www.wikidata.org/entity/Q20649361
3873,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q20677497
3874,,,http://www.wikidata.org/entity/Q20684411
3875,,,http://www.wikidata.org/entity/Q20684428
3876,,,http://www.wikidata.org/entity/Q20684790
3877,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q20685247
3878,,,http://www.wikidata.org/entity/Q20685745
3879,,,http://www.wikidata.org/entity/Q20685609
3880,,,http://www.wikidata.org/entity/Q20630463
3881,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q20649862
3882,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q20648148
3883,,,http://www.wikidata.org/entity/Q20649773
3884,,,http://www.wikidata.org/entity/Q20652472
3885,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q20630481
3886,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q20684933
3887,,,http://www.wikidata.org/entity/Q20684973
3888,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q20631149
3889,,,http://www.wikidata.org/entity/Q20685184
3890,,,http://www.wikidata.org/entity/Q20685209
3891,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q20687532
3892,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q20687521
3893,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q20649334
3894,,,http://www.wikidata.org/entity/Q20649496
3895,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q20649445
3896,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q20630699
3897,,,http://www.wikidata.org/entity/Q20640726
3898,,,http://www.wikidata.org/entity/Q20685253
3899,,,http://www.wikidata.org/entity/Q20676241
3900,,,http://www.wikidata.org/entity/Q20685073
3901,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q20650012
3902,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q20631089
3903,,,http://www.wikidata.org/entity/Q20649489
3904,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q20650059
3905,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q19519495
3906,"work period (start)
1928
1 reference",,http://www.wikidata.org/entity/Q18670955
3907,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q18589263
3908,,,http://www.wikidata.org/entity/Q19661204
3909,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q18637849
3910,,,http://www.wikidata.org/entity/Q18589140
3911,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q18629110
3912,,,http://www.wikidata.org/entity/Q18638080
3913,"work period (start)
1966
1 reference",,http://www.wikidata.org/entity/Q18638546
3914,,,http://www.wikidata.org/entity/Q18654677
3915,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q19605390
3916,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q18922873
3917,,,http://www.wikidata.org/entity/Q18685708
3918,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q18686349
3919,,,http://www.wikidata.org/entity/Q18688118
3920,,,http://www.wikidata.org/entity/Q18707151
3921,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q18763954
3922,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q18637538
3923,"work period (start)
2011
edit
1 reference
add value",,http://www.wikidata.org/entity/Q18638591
3924,,,http://www.wikidata.org/entity/Q18716606
3925,,,http://www.wikidata.org/entity/Q18719320
3926,,,http://www.wikidata.org/entity/Q18645765
3927,,,http://www.wikidata.org/entity/Q18581765
3928,,,http://www.wikidata.org/entity/Q18637531
3929,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q18637710
3930,,,http://www.wikidata.org/entity/Q18977420
3931,,,http://www.wikidata.org/entity/Q19059651
3932,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q18921779
3933,,,http://www.wikidata.org/entity/Q18574281
3934,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q18637648
3935,"work period (start)
2010
edit
1 reference
add value",,http://www.wikidata.org/entity/Q18638062
3936,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q18638586
3937,,,http://www.wikidata.org/entity/Q18608779
3938,,,http://www.wikidata.org/entity/Q18785250
3939,,,http://www.wikidata.org/entity/Q18977603
3940,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q18978043
3941,,,http://www.wikidata.org/entity/Q18989120
3942,,,http://www.wikidata.org/entity/Q18685433
3943,,,http://www.wikidata.org/entity/Q18685832
3944,,,http://www.wikidata.org/entity/Q18637851
3945,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q18921370
3946,,,http://www.wikidata.org/entity/Q18637951
3947,,,http://www.wikidata.org/entity/Q19520074
3948,,,http://www.wikidata.org/entity/Q18720245
3949,,,http://www.wikidata.org/entity/Q19560090
3950,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q19560352
3951,,,http://www.wikidata.org/entity/Q19561329
3952,,,http://www.wikidata.org/entity/Q18719278
3953,,,http://www.wikidata.org/entity/Q19144204
3954,,,http://www.wikidata.org/entity/Q19362995
3955,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q19661711
3956,,,http://www.wikidata.org/entity/Q18921364
3957,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q18638590
3958,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q19561007
3959,"work period (start)
1923
1 reference",,http://www.wikidata.org/entity/Q19547899
3960,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q19560963
3961,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q19571841
3962,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q19519752
3963,,,http://www.wikidata.org/entity/Q19547814
3964,,,http://www.wikidata.org/entity/Q19560043
3965,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q19560393
3966,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q19561509
3967,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q19662250
3968,,,http://www.wikidata.org/entity/Q19662259
3969,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q19573589
3970,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q19321665
3971,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q19631217
3972,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q19560962
3973,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q19609674
3974,,,http://www.wikidata.org/entity/Q19464720
3975,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q19661004
3976,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q19560933
3977,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q19580904
3978,,,http://www.wikidata.org/entity/Q19571948
3979,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q19573584
3980,,,http://www.wikidata.org/entity/Q19593774
3981,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q19661066
3982,,,http://www.wikidata.org/entity/Q18528664
3983,,,http://www.wikidata.org/entity/Q21122374
3984,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q20735610
3985,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q20740874
3986,,,http://www.wikidata.org/entity/Q21043196
3987,,,http://www.wikidata.org/entity/Q21064645
3988,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21066423
3989,,,http://www.wikidata.org/entity/Q21066811
3990,,,http://www.wikidata.org/entity/Q21067402
3991,,,http://www.wikidata.org/entity/Q20740655
3992,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q20743514
3993,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q20743520
3994,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q21005309
3995,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q20810454
3996,"work period (start)
1933
1 reference",,http://www.wikidata.org/entity/Q20737448
3997,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q20744727
3998,,,http://www.wikidata.org/entity/Q21063543
3999,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q21063930
4000,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21066326
4001,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q21066399
4002,,,http://www.wikidata.org/entity/Q21070426
4003,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q20900139
4004,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21004801
4005,,,http://www.wikidata.org/entity/Q21005073
4006,"work period (start)
1963
1 reference",,http://www.wikidata.org/entity/Q20972639
4007,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q21036716
4008,,,http://www.wikidata.org/entity/Q20751192
4009,,,http://www.wikidata.org/entity/Q21064428
4010,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q20745146
4011,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21285223
4012,,,http://www.wikidata.org/entity/Q20788175
4013,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q21005128
4014,"work period (start)
1941
1 reference",,http://www.wikidata.org/entity/Q20782176
4015,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q20984457
4016,,,http://www.wikidata.org/entity/Q20985271
4017,,,http://www.wikidata.org/entity/Q20785333
4018,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21063745
4019,,,http://www.wikidata.org/entity/Q21063989
4020,,,http://www.wikidata.org/entity/Q21064549
4021,,,http://www.wikidata.org/entity/Q21066767
4022,,,http://www.wikidata.org/entity/Q20873469
4023,,,http://www.wikidata.org/entity/Q20890395
4024,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q21067208
4025,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q21066568
4026,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q20870055
4027,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q21063551
4028,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q21064131
4029,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q21064206
4030,,,http://www.wikidata.org/entity/Q21066657
4031,,,http://www.wikidata.org/entity/Q21067302
4032,"work period (start)
2014
edit
1 reference
add value",,http://www.wikidata.org/entity/Q21067407
4033,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q20894408
4034,,,http://www.wikidata.org/entity/Q21281507
4035,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q21004894
4036,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q21007431
4037,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q21204634
4038,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q21063646
4039,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q21005305
4040,,,http://www.wikidata.org/entity/Q21014328
4041,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q21012694
4042,,,http://www.wikidata.org/entity/Q21005523
4043,,,http://www.wikidata.org/entity/Q21092122
4044,,,http://www.wikidata.org/entity/Q21035192
4045,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q21063914
4046,,,http://www.wikidata.org/entity/Q21064181
4047,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q21066525
4048,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q21066796
4049,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q21066779
4050,,,http://www.wikidata.org/entity/Q21063552
4051,,,http://www.wikidata.org/entity/Q21064510
4052,,,http://www.wikidata.org/entity/Q21067324
4053,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21070415
4054,,,http://www.wikidata.org/entity/Q21077873
4055,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q20744706
4056,,,http://www.wikidata.org/entity/Q20811059
4057,,,http://www.wikidata.org/entity/Q20985562
4058,,,http://www.wikidata.org/entity/Q20771053
4059,,,http://www.wikidata.org/entity/Q13634088
4060,"work period (start)
1949
1 reference",,http://www.wikidata.org/entity/Q17495703
4061,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q17495961
4062,"work period (start)
1940
1 reference",,http://www.wikidata.org/entity/Q17479437
4063,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q13551326
4064,,,http://www.wikidata.org/entity/Q17579776
4065,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q17581411
4066,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q17581408
4067,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q17627201
4068,"work period (start)
1974
1 reference",,http://www.wikidata.org/entity/Q17614951
4069,,,http://www.wikidata.org/entity/Q13534393
4070,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q13649920
4071,,,http://www.wikidata.org/entity/Q13637222
4072,,,http://www.wikidata.org/entity/Q13651734
4073,,,http://www.wikidata.org/entity/Q14475954
4074,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q13653610
4075,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q13729015
4076,,,http://www.wikidata.org/entity/Q12444843
4077,,,http://www.wikidata.org/entity/Q14227261
4078,"work period (start)
2005
edit
1 reference
add value",,http://www.wikidata.org/entity/Q16223861
4079,,,http://www.wikidata.org/entity/Q14476290
4080,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q12415694
4081,,,http://www.wikidata.org/entity/Q16222116
4082,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q17495881
4083,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q14346846
4084,,,http://www.wikidata.org/entity/Q16732972
4085,,,http://www.wikidata.org/entity/Q12419961
4086,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q16221279
4087,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q16221764
4088,,,http://www.wikidata.org/entity/Q16223207
4089,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16223912
4090,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q12418346
4091,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16223314
4092,,,http://www.wikidata.org/entity/Q12127506
4093,"work period (start)
1966
1 reference",,http://www.wikidata.org/entity/Q12069158
4094,,,http://www.wikidata.org/entity/Q12423015
4095,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q12433784
4096,"work period (start)
1946
1 reference",,http://www.wikidata.org/entity/Q12445067
4097,,,http://www.wikidata.org/entity/Q16734255
4098,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16734730
4099,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q16735014
4100,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16734901
4101,"work period (start)
2001
edit
1 reference
add value",,http://www.wikidata.org/entity/Q16221424
4102,,,http://www.wikidata.org/entity/Q16223121
4103,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q16223389
4104,,,http://www.wikidata.org/entity/Q16223502
4105,,,http://www.wikidata.org/entity/Q16223952
4106,,,http://www.wikidata.org/entity/Q16223965
4107,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q17489798
4108,,,http://www.wikidata.org/entity/Q12429127
4109,,,http://www.wikidata.org/entity/Q12432463
4110,,,http://www.wikidata.org/entity/Q12436512
4111,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q16222341
4112,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q16222518
4113,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q16223555
4114,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q16734742
4115,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q16221555
4116,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q16222199
4117,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16222105
4118,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q16734212
4119,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q16222297
4120,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q16222392
4121,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q16223196
4122,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q12071488
4123,"work period (start)
1978
edit
1 reference
add value",,http://www.wikidata.org/entity/Q12072044
4124,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q12073038
4125,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q12423834
4126,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16222231
4127,,,http://www.wikidata.org/entity/Q21285408
4128,,,http://www.wikidata.org/entity/Q12443074
4129,,,http://www.wikidata.org/entity/Q16732975
4130,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q16734900
4131,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q12445270
4132,,,http://www.wikidata.org/entity/Q16732433
4133,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q16732976
4134,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q16734076
4135,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q16734267
4136,,,http://www.wikidata.org/entity/Q16733158
4137,,,http://www.wikidata.org/entity/Q13220286
4138,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q16734083
4139,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16734128
4140,,,http://www.wikidata.org/entity/Q16734141
4141,,,http://www.wikidata.org/entity/Q16734541
4142,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q12413590
4143,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q17581436
4144,,,http://www.wikidata.org/entity/Q12415309
4145,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q17465683
4146,,,http://www.wikidata.org/entity/Q17417518
4147,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q16734265
4148,,,http://www.wikidata.org/entity/Q16732430
4149,,,http://www.wikidata.org/entity/Q16732486
4150,,,http://www.wikidata.org/entity/Q21285536
4151,,,http://www.wikidata.org/entity/Q16732697
4152,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q16733102
4153,,,http://www.wikidata.org/entity/Q16733206
4154,,,http://www.wikidata.org/entity/Q16733217
4155,,,http://www.wikidata.org/entity/Q13416764
4156,,,http://www.wikidata.org/entity/Q16734529
4157,,,http://www.wikidata.org/entity/Q16734856
4158,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q16734985
4159,"work period (start)
1974
1 reference",,http://www.wikidata.org/entity/Q17581407
4160,"work period (start)
1964
1 reference",,http://www.wikidata.org/entity/Q17581434
4161,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q17605971
4162,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q17627157
4163,"work period (start)
1974
1 reference",,http://www.wikidata.org/entity/Q13564550
4164,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q13564588
4165,,,http://www.wikidata.org/entity/Q17466118
4166,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q17489736
4167,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q17495917
4168,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q17505034
4169,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q17541073
4170,,,http://www.wikidata.org/entity/Q13161752
4171,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q17582133
4172,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q17598315
4173,,,http://www.wikidata.org/entity/Q16733130
4174,"work period (start)
1951
1 reference",,http://www.wikidata.org/entity/Q17495871
4175,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q17517307
4176,,,http://www.wikidata.org/entity/Q13631810
4177,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q17485612
4178,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q17581456
4179,,,http://www.wikidata.org/entity/Q13158925
4180,,,http://www.wikidata.org/entity/Q17598032
4181,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q17517257
4182,,,http://www.wikidata.org/entity/Q13219724
4183,,,http://www.wikidata.org/entity/Q17489547
4184,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q17581426
4185,"work period (start)
1969
0 references","work period (end)
2018
0 references",http://www.wikidata.org/entity/Q13160978
4186,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q17584126
4187,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q17417506
4188,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q13564562
4189,"work period (start)
1947
1 reference",,http://www.wikidata.org/entity/Q12431562
4190,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q17489785
4191,,,http://www.wikidata.org/entity/Q13650980
4192,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q17495906
4193,,,http://www.wikidata.org/entity/Q13630061
4194,"work period (start)
2018
1 reference",,http://www.wikidata.org/entity/Q22290570
4195,,,http://www.wikidata.org/entity/Q21468051
4196,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q22280130
4197,,,http://www.wikidata.org/entity/Q22815201
4198,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q21588766
4199,,,http://www.wikidata.org/entity/Q21468156
4200,"work period (start)
1975
1 reference",,http://www.wikidata.org/entity/Q21931989
4201,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q21474199
4202,"work period (start)
2015
0 references",,http://www.wikidata.org/entity/Q21994074
4203,,,http://www.wikidata.org/entity/Q21495378
4204,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q21622330
4205,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q21509514
4206,"work period (start)
2015
1 reference",,http://www.wikidata.org/entity/Q21932158
4207,,,http://www.wikidata.org/entity/Q21622996
4208,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q22279433
4209,,,http://www.wikidata.org/entity/Q22304977
4210,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q21872695
4211,"work period (start)
2013
1 reference",,http://www.wikidata.org/entity/Q21620673
4212,,,http://www.wikidata.org/entity/Q21932068
4213,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q21932128
4214,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q21932387
4215,"work period (start)
2014
1 reference",,http://www.wikidata.org/entity/Q21621803
