,Work_period_start,Work_period_end,Wiki_id
830,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q4765765
831,"work period (start)
2010
edit
1 reference
add value",,http://www.wikidata.org/entity/Q4766105
832,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q4777831
833,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q4746871
834,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4746881
835,,,http://www.wikidata.org/entity/Q4746903
836,,,http://www.wikidata.org/entity/Q4748736
837,,,http://www.wikidata.org/entity/Q4751201
838,,,http://www.wikidata.org/entity/Q4764681
839,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q4765768
840,,,http://www.wikidata.org/entity/Q4765866
841,,,http://www.wikidata.org/entity/Q4765882
842,,,http://www.wikidata.org/entity/Q4766074
843,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4770677
844,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4777709
845,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q4777901
846,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q4777962
847,,,http://www.wikidata.org/entity/Q4777862
848,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4777839
849,,,http://www.wikidata.org/entity/Q4746908
850,,,http://www.wikidata.org/entity/Q4764634
851,"work period (start)
1953
1 reference",,http://www.wikidata.org/entity/Q4765538
852,,,http://www.wikidata.org/entity/Q4765561
853,,,http://www.wikidata.org/entity/Q4766075
854,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q4766107
855,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q4766243
856,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4748620
857,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q4752596
858,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q4770968
859,,,http://www.wikidata.org/entity/Q4765619
860,,,http://www.wikidata.org/entity/Q4777685
861,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q4770059
862,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q4770678
863,"work period (start)
1938
1 reference",,http://www.wikidata.org/entity/Q4777805
864,,,http://www.wikidata.org/entity/Q4777820
865,,,http://www.wikidata.org/entity/Q4777840
866,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4777873
867,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q4779118
868,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4746887
869,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q4748646
870,,,http://www.wikidata.org/entity/Q4751427
871,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4751501
872,,,http://www.wikidata.org/entity/Q4765735
873,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q4765754
874,,,http://www.wikidata.org/entity/Q4766110
875,,,http://www.wikidata.org/entity/Q4751429
876,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q4769639
877,,,http://www.wikidata.org/entity/Q4751240
878,,,http://www.wikidata.org/entity/Q4777689
879,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q4777932
880,,,http://www.wikidata.org/entity/Q4779112
881,,,http://www.wikidata.org/entity/Q4765224
882,,,http://www.wikidata.org/entity/Q4765270
883,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q4765738
884,,,http://www.wikidata.org/entity/Q4765758
885,"work period (start)
1966
1 reference",,http://www.wikidata.org/entity/Q4765869
886,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4777763
887,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q4777837
888,,,http://www.wikidata.org/entity/Q4746889
889,,,http://www.wikidata.org/entity/Q4747327
890,,,http://www.wikidata.org/entity/Q4747497
891,,,http://www.wikidata.org/entity/Q4750943
892,,,http://www.wikidata.org/entity/Q4751254
893,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4761907
894,,,http://www.wikidata.org/entity/Q4770675
895,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q4777684
896,,,http://www.wikidata.org/entity/Q4777764
897,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q4777769
898,,,http://www.wikidata.org/entity/Q4751231
899,"work period (start)
1936
edit
1 reference
add value","work period (end)
1994
edit
0 references
add reference
add value",http://www.wikidata.org/entity/Q4765733
900,"work period (start)
1965
1 reference",,http://www.wikidata.org/entity/Q4746854
901,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q4770058
902,"work period (start)
1940
1 reference",,http://www.wikidata.org/entity/Q4778032
903,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q4831766
904,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4849657
905,,,http://www.wikidata.org/entity/Q4864354
906,,,http://www.wikidata.org/entity/Q4790555
907,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q4802153
908,,,http://www.wikidata.org/entity/Q4818512
909,,,http://www.wikidata.org/entity/Q4828883
910,,,http://www.wikidata.org/entity/Q4837966
911,,,http://www.wikidata.org/entity/Q4849415
912,,,http://www.wikidata.org/entity/Q4850893
913,,,http://www.wikidata.org/entity/Q4784592
914,,,http://www.wikidata.org/entity/Q4802265
915,,,http://www.wikidata.org/entity/Q4804517
916,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q4805088
917,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q4806201
918,"work period (start)
1970
1 reference",,http://www.wikidata.org/entity/Q4849932
919,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q4779152
920,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q4790026
921,,,http://www.wikidata.org/entity/Q4790711
922,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q4792485
923,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q4781782
924,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q4781915
925,,,http://www.wikidata.org/entity/Q4802073
926,,,http://www.wikidata.org/entity/Q4802150
927,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q4806173
928,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q4806191
929,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q4791550
930,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4791553
931,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q4802166
932,"work period (start)
1973
1 reference",,http://www.wikidata.org/entity/Q4802220
933,,,http://www.wikidata.org/entity/Q4806899
934,,,http://www.wikidata.org/entity/Q4834107
935,"work period (start)
1964
1 reference",,http://www.wikidata.org/entity/Q4834242
936,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q4837608
937,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q4838374
938,,,http://www.wikidata.org/entity/Q4818794
939,,,http://www.wikidata.org/entity/Q4818795
940,,,http://www.wikidata.org/entity/Q4828869
941,,,http://www.wikidata.org/entity/Q4838055
942,,,http://www.wikidata.org/entity/Q4849671
943,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q4849845
944,,,http://www.wikidata.org/entity/Q4854292
945,,,http://www.wikidata.org/entity/Q4855937
946,,,http://www.wikidata.org/entity/Q4784510
947,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q4802093
948,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q4804518
949,"work period (start)
1970
0 references","work period (end)
2020
0 references",http://www.wikidata.org/entity/Q4804549
950,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q4806188
951,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q4838101
952,,,http://www.wikidata.org/entity/Q4860999
953,,,http://www.wikidata.org/entity/Q4785559
954,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q4800830
955,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q4805704
956,,,http://www.wikidata.org/entity/Q4805718
957,,,http://www.wikidata.org/entity/Q4806199
958,,,http://www.wikidata.org/entity/Q4782322
959,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q4818780
960,,,http://www.wikidata.org/entity/Q4827411
961,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q4802508
962,,,http://www.wikidata.org/entity/Q4818781
963,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4785556
964,,,http://www.wikidata.org/entity/Q4849886
965,,,http://www.wikidata.org/entity/Q4792487
966,,,http://www.wikidata.org/entity/Q4795753
967,,,http://www.wikidata.org/entity/Q4838053
968,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q4842234
969,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q4802074
970,,,http://www.wikidata.org/entity/Q4802137
971,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q4802645
972,,,http://www.wikidata.org/entity/Q4802648
973,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q4804507
974,,,http://www.wikidata.org/entity/Q4804511
975,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q4805763
976,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q4849740
977,,,http://www.wikidata.org/entity/Q4818791
978,,,http://www.wikidata.org/entity/Q4822756
979,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q4831009
980,,,http://www.wikidata.org/entity/Q4834164
981,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q4864991
982,,,http://www.wikidata.org/entity/Q4805752
983,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q4805709
984,,,http://www.wikidata.org/entity/Q4806897
985,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q4790714
986,"work period (start)
1980
1 reference",,http://www.wikidata.org/entity/Q4901638
987,,,http://www.wikidata.org/entity/Q4902225
988,,,http://www.wikidata.org/entity/Q4904175
989,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4914056
990,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q4914057
991,"work period (start)
1970
1 reference",,http://www.wikidata.org/entity/Q4915450
992,,,http://www.wikidata.org/entity/Q4918625
993,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q5006286
994,,,http://www.wikidata.org/entity/Q5070941
995,,,http://www.wikidata.org/entity/Q5071459
996,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q5084688
997,,,http://www.wikidata.org/entity/Q5100340
998,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q4901126
999,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q4901125
1000,,,http://www.wikidata.org/entity/Q4901512
1001,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4901577
1002,,,http://www.wikidata.org/entity/Q4903004
1003,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q4968186
1004,,,http://www.wikidata.org/entity/Q5036783
1005,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q5071328
1006,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q4901513
1007,,,http://www.wikidata.org/entity/Q4901277
1008,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q4902187
1009,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q4907283
1010,"work period (start)
1969
1 reference",,http://www.wikidata.org/entity/Q4914024
1011,,,http://www.wikidata.org/entity/Q4934913
1012,,,http://www.wikidata.org/entity/Q4935264
1013,,,http://www.wikidata.org/entity/Q4967473
1014,,,http://www.wikidata.org/entity/Q4989474
1015,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q5044344
1016,,,http://www.wikidata.org/entity/Q4901204
1017,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q5070947
1018,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4907449
1019,,,http://www.wikidata.org/entity/Q5054439
1020,,,http://www.wikidata.org/entity/Q4914462
1021,,,http://www.wikidata.org/entity/Q4915445
1022,,,http://www.wikidata.org/entity/Q5066102
1023,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q5071222
1024,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q5071477
1025,,,http://www.wikidata.org/entity/Q5006503
1026,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q4901578
1027,,,http://www.wikidata.org/entity/Q4907191
1028,"work period (start)
1977
1 reference","work period (end)
2019
0 references",http://www.wikidata.org/entity/Q4907192
1029,,,http://www.wikidata.org/entity/Q4907276
1030,,,http://www.wikidata.org/entity/Q4916195
1031,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q4901377
1032,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q4901562
1033,,,http://www.wikidata.org/entity/Q4901931
1034,,,http://www.wikidata.org/entity/Q4907241
1035,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q5071289
1036,,,http://www.wikidata.org/entity/Q5071361
1037,,,http://www.wikidata.org/entity/Q5071431
1038,,,http://www.wikidata.org/entity/Q4940350
1039,,,http://www.wikidata.org/entity/Q4903693
1040,,,http://www.wikidata.org/entity/Q4907284
1041,,,http://www.wikidata.org/entity/Q5086493
1042,,,http://www.wikidata.org/entity/Q4918622
1043,,,http://www.wikidata.org/entity/Q5097575
1044,,,http://www.wikidata.org/entity/Q4989427
1045,,,http://www.wikidata.org/entity/Q5006656
1046,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q4956663
1047,"work period (start)
1967
1 reference",,http://www.wikidata.org/entity/Q5006532
1048,,,http://www.wikidata.org/entity/Q5006843
1049,,,http://www.wikidata.org/entity/Q4967985
1050,,,http://www.wikidata.org/entity/Q5052949
1051,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q5067673
1052,,,http://www.wikidata.org/entity/Q5068129
1053,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q5070937
1054,,,http://www.wikidata.org/entity/Q5071299
1055,,,http://www.wikidata.org/entity/Q5088608
1056,,,http://www.wikidata.org/entity/Q5066407
1057,,,http://www.wikidata.org/entity/Q5095030
1058,,,http://www.wikidata.org/entity/Q5071090
1059,"work period (start)
1961
1 reference",,http://www.wikidata.org/entity/Q5071354
1060,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q5094161
1061,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q5065831
1062,,,http://www.wikidata.org/entity/Q5070943
1063,,,http://www.wikidata.org/entity/Q5071457
1064,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q5074608
1065,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q4901177
1066,,,http://www.wikidata.org/entity/Q4901322
1067,,,http://www.wikidata.org/entity/Q5073917
1068,,,http://www.wikidata.org/entity/Q5284706
1069,,,http://www.wikidata.org/entity/Q5250472
1070,,,http://www.wikidata.org/entity/Q5250519
1071,,,http://www.wikidata.org/entity/Q5227742
1072,,,http://www.wikidata.org/entity/Q5248069
1073,,,http://www.wikidata.org/entity/Q5248113
1074,,,http://www.wikidata.org/entity/Q5248128
1075,"work period (start)
1961
1 reference",,http://www.wikidata.org/entity/Q5269869
1076,"work period (start)
1985
1 reference",,http://www.wikidata.org/entity/Q5281561
1077,,,http://www.wikidata.org/entity/Q5282197
1078,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q5315321
1079,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q5349205
1080,,,http://www.wikidata.org/entity/Q5250544
1081,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q5250644
1082,,,http://www.wikidata.org/entity/Q5266388
1083,,,http://www.wikidata.org/entity/Q5269489
1084,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q5276810
1085,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q5289323
1086,,,http://www.wikidata.org/entity/Q5316403
1087,,,http://www.wikidata.org/entity/Q5353136
1088,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q5353444
1089,"work period (start)
1941
1 reference",,http://www.wikidata.org/entity/Q5230578
1090,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q5243049
1091,,,http://www.wikidata.org/entity/Q5247782
1092,,,http://www.wikidata.org/entity/Q5267654
1093,,,http://www.wikidata.org/entity/Q5250629
1094,,,http://www.wikidata.org/entity/Q5278081
1095,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q5278100
1096,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q5282198
1097,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q5287753
1098,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q5267043
1099,,,http://www.wikidata.org/entity/Q5269022
1100,,,http://www.wikidata.org/entity/Q5269491
1101,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q5316898
1102,"work period (start)
1963
1 reference",,http://www.wikidata.org/entity/Q5317877
1103,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q5225528
1104,,,http://www.wikidata.org/entity/Q5225529
1105,,,http://www.wikidata.org/entity/Q5248578
1106,,,http://www.wikidata.org/entity/Q5250508
1107,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q5277780
1108,"work period (start)
1967
1 reference",,http://www.wikidata.org/entity/Q5278078
1109,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q5282199
1110,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q5248100
1111,,,http://www.wikidata.org/entity/Q5250554
1112,,,http://www.wikidata.org/entity/Q5254296
1113,,,http://www.wikidata.org/entity/Q5266529
1114,"work period (start)
1975
1 reference",,http://www.wikidata.org/entity/Q5276817
1115,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q5248075
1116,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q5278096
1117,,,http://www.wikidata.org/entity/Q5250647
1118,"work period (start)
2011
1 reference",,http://www.wikidata.org/entity/Q5284717
1119,,,http://www.wikidata.org/entity/Q5225662
1120,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q5266447
1121,,,http://www.wikidata.org/entity/Q5269357
1122,,,http://www.wikidata.org/entity/Q5269484
1123,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q5275557
1124,,,http://www.wikidata.org/entity/Q5277790
1125,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q5299396
1126,,,http://www.wikidata.org/entity/Q5243005
1127,,,http://www.wikidata.org/entity/Q5249967
1128,,,http://www.wikidata.org/entity/Q5250154
1129,,,http://www.wikidata.org/entity/Q5250531
1130,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q5250658
1131,,,http://www.wikidata.org/entity/Q5313290
1132,,,http://www.wikidata.org/entity/Q5289359
1133,,,http://www.wikidata.org/entity/Q5318280
1134,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q5304387
1135,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q5266378
1136,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q5276736
1137,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q5276803
1138,"work period (start)
1948
1 reference","work period (end)
2002
0 references",http://www.wikidata.org/entity/Q5277861
1139,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q5278091
1140,,,http://www.wikidata.org/entity/Q5279710
1141,,,http://www.wikidata.org/entity/Q5284713
1142,,,http://www.wikidata.org/entity/Q5289321
1143,,,http://www.wikidata.org/entity/Q5304338
1144,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q5266493
1145,,,http://www.wikidata.org/entity/Q5276789
1146,"work period (start)
1971
1 reference",,http://www.wikidata.org/entity/Q5278106
1147,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q5268911
1148,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q5527878
1149,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q5431065
1150,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q5431069
1151,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q5527754
1152,,,http://www.wikidata.org/entity/Q5436156
1153,,,http://www.wikidata.org/entity/Q5436559
1154,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q5528059
1155,"work period (start)
1972
0 references","work period (end)
1994
0 references",http://www.wikidata.org/entity/Q5565038
1156,"work period (start)
1938
1 reference",,http://www.wikidata.org/entity/Q5367727
1157,"work period (start)
1950
1 reference","work period (end)
1984
0 references",http://www.wikidata.org/entity/Q5564269
1158,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q5397761
1159,,,http://www.wikidata.org/entity/Q5501428
1160,"work period (start)
1940
1 reference",,http://www.wikidata.org/entity/Q5512427
1161,,,http://www.wikidata.org/entity/Q5521051
1162,,,http://www.wikidata.org/entity/Q5527751
1163,,,http://www.wikidata.org/entity/Q5528726
1164,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q5564270
1165,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q5397759
1166,,,http://www.wikidata.org/entity/Q5439490
1167,,,http://www.wikidata.org/entity/Q5451233
1168,"work period (start)
1941
edit
1 reference
add value",,http://www.wikidata.org/entity/Q5452166
1169,,,http://www.wikidata.org/entity/Q5454588
1170,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q5517537
1171,"work period (start)
2012
edit
1 reference
add value",,http://www.wikidata.org/entity/Q5527920
1172,,,http://www.wikidata.org/entity/Q5529984
1173,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q5516315
1174,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q5520823
1175,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q5381748
1176,"work period (start)
2003
edit
1 reference
add value",,http://www.wikidata.org/entity/Q5527641
1177,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q5527746
1178,,,http://www.wikidata.org/entity/Q5527915
1179,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q5557814
1180,"work period (start)
1992
1 reference",,http://www.wikidata.org/entity/Q5429508
1181,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q5443472
1182,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q5408135
1183,,,http://www.wikidata.org/entity/Q5415060
1184,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q5527745
1185,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q5527769
1186,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q5527775
1187,,,http://www.wikidata.org/entity/Q5529942
1188,,,http://www.wikidata.org/entity/Q5371544
1189,,,http://www.wikidata.org/entity/Q5555636
1190,,,http://www.wikidata.org/entity/Q5451239
1191,,,http://www.wikidata.org/entity/Q5564237
1192,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q5564587
1193,,,http://www.wikidata.org/entity/Q5435363
1194,"work period (start)
1979
1 reference",,http://www.wikidata.org/entity/Q5445204
1195,,,http://www.wikidata.org/entity/Q5512518
1196,,,http://www.wikidata.org/entity/Q5447845
1197,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q5528716
1198,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q5529955
1199,"work period (start)
2006
edit
1 reference
add value",,http://www.wikidata.org/entity/Q5512526
1200,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q5520822
1201,,,http://www.wikidata.org/entity/Q5553152
1202,,,http://www.wikidata.org/entity/Q5528721
1203,"work period (start)
1986
edit
0 references
add reference
add value",,http://www.wikidata.org/entity/Q5529996
1204,"work period (start)
1935
1 reference",,http://www.wikidata.org/entity/Q5512341
1205,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q5520831
1206,,,http://www.wikidata.org/entity/Q5520871
1207,,,http://www.wikidata.org/entity/Q5521346
1208,,,http://www.wikidata.org/entity/Q5564076
1209,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q5528724
1210,"work period (start)
2000
1 reference",,http://www.wikidata.org/entity/Q5527888
1211,,,http://www.wikidata.org/entity/Q5520821
1212,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q6368396
1213,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q6366618
1214,"work period (start)
1976
0 references","work period (end)
2018
0 references",http://www.wikidata.org/entity/Q6374328
1215,,,http://www.wikidata.org/entity/Q6347028
1216,,,http://www.wikidata.org/entity/Q6167973
1217,"work period (start)
1975
1 reference",,http://www.wikidata.org/entity/Q6368373
1218,,,http://www.wikidata.org/entity/Q6214794
1219,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q6319394
1220,"work period (start)
1968
1 reference",,http://www.wikidata.org/entity/Q6323697
1221,"work period (start)
1948
1 reference",,http://www.wikidata.org/entity/Q6349104
1222,"work period (start)
1943
1 reference",,http://www.wikidata.org/entity/Q6365648
1223,,,http://www.wikidata.org/entity/Q6373661
1224,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q6374810
1225,"work period (start)
2002
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6203171
1226,,,http://www.wikidata.org/entity/Q6312356
1227,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q6373530
1228,"work period (start)
1960
1 reference",,http://www.wikidata.org/entity/Q6345790
1229,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q6350742
1230,,,http://www.wikidata.org/entity/Q6354369
1231,,,http://www.wikidata.org/entity/Q6355199
1232,"work period (start)
2001
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6167686
1233,"work period (start)
1972
1 reference",,http://www.wikidata.org/entity/Q6167685
1234,,,http://www.wikidata.org/entity/Q6173112
1235,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q6378915
1236,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q6261997
1237,"work period (start)
1953
1 reference",,http://www.wikidata.org/entity/Q6279523
1238,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q6317475
1239,"work period (start)
1955
1 reference",,http://www.wikidata.org/entity/Q6344052
1240,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q6348098
1241,,,http://www.wikidata.org/entity/Q6323460
1242,"work period (start)
1990
1 reference",,http://www.wikidata.org/entity/Q6355516
1243,,,http://www.wikidata.org/entity/Q6203255
1244,"work period (start)
1959
1 reference",,http://www.wikidata.org/entity/Q6347764
1245,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q6354355
1246,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q6354364
1247,,,http://www.wikidata.org/entity/Q6360500
1248,,,http://www.wikidata.org/entity/Q6365725
1249,,,http://www.wikidata.org/entity/Q6365733
1250,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q6368394
1251,,,http://www.wikidata.org/entity/Q6368392
1252,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q6368403
1253,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q6268834
1254,,,http://www.wikidata.org/entity/Q6297197
1255,,,http://www.wikidata.org/entity/Q6305121
1256,"work period (start)
1993
1 reference",,http://www.wikidata.org/entity/Q6168478
1257,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q6323063
1258,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q6178509
1259,"work period (start)
1957
1 reference",,http://www.wikidata.org/entity/Q6343602
1260,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q6353941
1261,"work period (start)
1963
1 reference",,http://www.wikidata.org/entity/Q6360604
1262,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q6361052
1263,,,http://www.wikidata.org/entity/Q6178630
