,imdb_id,debut_films
870,nm1018224,"[['1962', 'Vardakshina', 'tt0252079']]"
871,nm3089359,"[['1992', 'Nabarupa', 'tt1590128'], ['2008', 'Khela', 'tt1368102'], ['2008', ""Chalo Let's Go"", 'tt1398391']]"
872,nm4738631,"[['2011', 'Panjaa', 'tt2091384']]"
873,nm0244864,"[['1981', 'Chaalchitra', 'tt0082154'], ['1998', 'Bada Din', 'tt0339997'], ['1992', 'Mahaprithivi', 'tt0104790'], ['2006', 'The Bong Connection', 'tt0488374']]"
874,nm1340178,"[['2002', 'Mango Souffle', 'tt0355740'], ['2014', 'Points of Origin', 'tt3480864'], ['2017', 'Romantic Road', 'tt6099468']]"
875,nm0544934,"[['1936', 'Sarala', 'tt0155143'], ['1973', 'Sonarane Tochale Kaan', 'tt13399930'], ['1935', 'Thakicha Lagna', 'tt0156128']]"
876,nm0438465,"[['1979', 'Kaala Patthar', 'tt0079386'], ['1993', 'Shreemaan Aashique', 'tt0227496'], ['1995', 'Abhay', 'tt2451894'], ['2020', 'Namak', 'tt11659978']]"
877,nm1687023,"[['2012', 'Bommalattam', 'tt11827540'], ['1968', 'Sadhu Aur Shaitaan', 'tt0063533'], ['2014', 'Kid Krrish 2 - Mission Bhutan', 'tt6314268'], ['2012', 'The Nail', 'tt2231116']]"
878,nm2782609,"[['1991', 'Shanti Kranti', 'tt0173189'], ['2019', 'Bigg Boss Kannada', 'tt2911448'], ['2016', 'Weekend with Ramesh', 'tt5636354']]"
879,nm2821699,"[['2004', 'Manmadhan', 'tt0464106'], ['2004', 'Manmadhan', 'tt0464106'], ['2010', 'Dulha Mil Gaya', 'tt1182884'], ['2003', 'On the run', 'tt12832836']]"
880,nm0962574,"[['2001', 'Chori Chori Chupke Chupke', 'tt0256692'], ['2000', 'Kyunki Saas Bhi Kabhi Bahu Thi', 'tt0278212']]"
881,nm5010051,"[['2009', 'Bou Kotha Kao', 'tt12531964']]"
882,nm0012868,"[['1982', 'Teri Maang Sitaron Se Bhar Doon', 'tt0232784']]"
883,nm4405794,"[['2011', 'Delhi in a Day', 'tt1725803'], ['2011', 'Green Bangles', 'tt1937173'], ['2015', 'Independent Lens', 'tt0486531'], ['2015', 'Mrs. Scooter', 'tt4453214']]"
884,nm2082853,"[['2007', 'Jara Brishtite Bhijechhilo', 'tt3098414'], ['2005', 'Antarmahal: Views of the Inner Chamber', 'tt0454391'], ['2004', 'Raincoat', 'tt0405266'], ['1992', 'Hirer Angti', 'tt0371712']]"
885,nm0536821,"[['1966', 'Uski Kahani', 'tt0157141'], ['1990', 'Kujh Khatta Kujh Mittha', 'tt14296646']]"
886,nm1394855,"[['2001', 'Paani Sharaab Mein', 'tt5479306'], ['2003', 'Fun2shh... Dudes in the 10th Century', 'tt0391165']]"
887,nm0221215,"[['1985', 'Sohni Mahiwal', 'tt0152509'], ['1986', 'Avinash', 'tt0239246'], ['2015', ""A Full Stop That SearchesfFor It's End"", 'tt4839826']]"
888,nm2490379,"[['2001', 'Shagun', 'tt7624596']]"
889,nm1436449,"[['2003', 'Hawayein', 'tt0378025'], ['2003', 'Hawayein', 'tt0378025'], ['1994', 'Nasibo', 'tt2786580'], ['2013', 'Haani', 'tt3211048']]"
890,nm1244760,"[['1985', 'Holi', 'tt0087417'], ['2007', 'Panga Naa Lo', 'tt2055706'], ['2007', 'Taare Zameen Par', 'tt0986264'], ['1998', 'Hazaar Chaurasi Ki Maa', 'tt0178562']]"
891,nm2444905,"[['2007', 'Chak De! India', 'tt0871510'], ['2011', 'Chillar Party', 'tt1841542']]"
892,nm3606397,"[['2012', 'Dharmayutham', 'tt12306946'], ['2009', 'Unnaipol Oruvan', 'tt1417299'], ['1990', 'Anjali', 'tt0099043'], ['2014', 'On a Quest', 'tt4065452']]"
893,nm1979275,"[['2004', 'Kaya Taran', 'tt0470399'], ['2010', 'Fear Factor: Khatron Ke Khiladi', 'tt6742294']]"
894,nm4873112,"[['2012', 'Agent Vinod', 'tt1395025']]"
895,nm0013004,"[['1988', 'Isi Bahane', 'tt6380636'], ['2020', 'The Kapil Sharma Show', 'tt5747326']]"
896,nm1655307,"[['1975', 'Saloni', 'tt13711172'], ['1987', 'Tulsi', 'tt14050470'], ['1987', 'Tulsi', 'tt14050470'], ['1987', 'Tulsi', 'tt14050470']]"
897,nm3607224,"[['2007', 'Sivi', 'tt5649246']]"
898,nm0025606,"[['1988', 'Sathyaa', 'tt0320421']]"
899,nm0222432,"[['1947', 'Mahatma Udhangar', 'tt0389136'], ['1953', 'Pardesi', 'tt0255462']]"
900,nm0474776,"[['1974', 'Badhti Ka Naam Dadhi', 'tt0233281'], ['1974', 'Badhti Ka Naam Dadhi', 'tt0233281'], ['1964', 'Door Gagan Ki Chhaon Men', 'tt0233603'], ['1989', 'Mamata Ki Chhaon Mein', 'tt0234183']]"
901,nm0474780,"[['1950', 'Gauna', 'tt0157689'], ['1958', 'Chalti Ka Naam Gaadi', 'tt0128985'], ['1969', 'Ansoo Ban Gaye Phool', 'tt0147812'], ['2002', 'Sur: The Melody of Life', 'tt0332766']]"
902,nm0403952,"[['1935', 'Talashe Haq', 'tt0234846']]"
903,nm0451183,"[['1990', 'Trikon', 'tt0448819'], ['1990', 'Atishbaz', 'tt0358955'], ['1999', 'Bade Dilwala', 'tt0286478']]"
904,nm2636112,"[['2006', 'Kalinga', 'tt6536942']]"
905,nm0424134,"[['1972', 'ITV Saturday Night Theatre', 'tt0297621'], ['2001', 'Monsoon Wedding', 'tt0265343'], ['2009', 'Aisha and Rahul', 'tt1370135'], ['1978-1982', 'This Is Your Life', 'tt0181260']]"
906,nm0952232,"[['1987', 'Chunauti', 'tt0395851'], ['2017', 'Pinti Ka Sabun', 'tt6219544'], ['2010', 'Adaalat', 'tt1943898']]"
907,nm4521975,"[['1995', 'Murai Mapillai', 'tt6272924'], ['2012', 'Thadaiyara Thaakka', 'tt2199330'], ['2012', 'Thadaiyara Thaakka', 'tt2199330']]"
908,nm1341923,"[['2003', 'Om', 'tt0358613']]"
909,nm0998296,"[['1986', 'Pyar Ho Gaya', 'tt0458914']]"
910,nm5255039,"[['1990', 'Vasavadatta', 'tt0278795']]"
911,nm2822609,[]
912,nm0442649,"[['1935', 'Harishchandra', 'tt0256069'], ['1939', 'Vara Vikrayam', 'tt0255669']]"
913,nm0451171,"[['1990', 'Solah Satra', 'tt2579206']]"
914,nm3089625,"[['2004/I', 'Surya', 'tt1431327'], ['2015', 'Ebar jalsha', 'tt10196018']]"
915,nm0755091,"[['1972', 'Double Cross', 'tt0276925']]"
916,nm0080199,"[['1991', 'Great Target', 'tt0400478']]"
917,nm1817397,"[['1990', 'Paradeshi Chadhei', 'tt1431299'], ['2014', 'Poshter Boyz', 'tt3980868']]"
918,nm0433853,"[['1970', 'Nizhalattam', 'tt0257966']]"
919,nm5509029,"[['2010', 'Easan', 'tt4322022']]"
920,nm5156123,"[['2009-2012', 'Mann Kee Awaaz Pratigya', 'tt2265000']]"
921,nm1908800,"[['2006', 'The Bong Connection', 'tt0488374'], ['1990', 'Agni Kanya', 'tt0388687'], ['2013', 'Aborto', 'tt2729142'], ['2013', 'Aborto', 'tt2729142']]"
922,nm0997253,"[['1982', 'Badle Ki Aag', 'tt0083608'], ['2013', 'Bigg Boss', 'tt1281973']]"
923,nm4474201,"[['1998', 'Marumalarchi', 'tt0246774']]"
924,nm5069465,"[['2012', 'Cocktail', 'tt2168910'], ['2013', 'Bombay Talkies', 'tt2797242']]"
925,nm0049245,"[['1981', 'Chakra', 'tt0080514'], ['1992', 'Pyar Deewana Hota Hain', 'tt2887890'], ['1995', 'God and Gun', 'tt0113185'], ['2010', 'Ashok Chakra: Tribute to Real Heroes', 'tt2011871']]"
926,nm2082582,"[['2005', 'Stinking Cigar', 'tt0787514'], ['2005', 'Stinking Cigar', 'tt0787514'], ['2005', 'Stinking Cigar', 'tt0787514'], ['2010', 'King 69', 'tt1828221']]"
927,nm0839052,"[['1999-2000', 'The Tribe', 'tt0274988'], ['1999-2001', 'The Tribe', 'tt0274988'], ['2001-2002', 'The Tribe', 'tt0274988']]"
928,nm2511745,"[['2005', 'Kuchh Meetha Ho Jaye', 'tt0453748'], ['2004', 'The Great Indian Comedy Show', 'tt1471319']]"
929,nm1019296,"[['1951', 'Naujawan', 'tt0043842'], ['1959', 'Guest House', 'tt0212978'], ['1986', 'Zindagani', 'tt0390657'], ['1974', 'Chor Chor', 'tt0276861']]"
930,nm5012246,"[['1998', 'C.I.D.', 'tt0401916'], ['2016', 'Direct Ishq', 'tt4340180'], ['2017', 'Snehada Jeevigaalu... Friendship Is Forever & Ever...', 'tt8833340'], ['2016', 'Jhalak Dikhhla Jaa', 'tt8389566']]"
931,nm0610858,"[['1980', 'Kallukkul Eeram', 'tt0155793']]"
932,nm1617865,"[['1981', 'Geetha', 'tt2355603'], ['1980', 'Minchina Oata', 'tt0245284'], ['1980', 'Minchina Oata', 'tt0245284'], ['1987', 'Malgudi Days', 'tt0244911']]"
933,nm1794460,"[['1998', 'Woh', 'tt7396230'], ['2005', 'Khaggam', 'tt1552084'], ['2005', 'Khaggam', 'tt1552084'], ['2018', 'Others', 'tt9194006']]"
934,nm1387322,"[['1987', 'Yeh Woh Manzil To Nahin', 'tt0369063']]"
935,nm3297448,"[['1966', 'Prema Mayi', 'tt1416773']]"
936,nm1386102,"[['2001', 'Tu So Ke Raat Guzar Li', 'tt5475980'], ['2001', 'Tu So Ke Raat Guzar Li', 'tt5475980'], ['2003', 'Hawayein', 'tt0378025'], ['2003', 'Hawayein', 'tt0378025']]"
937,nm2600822,"[['2006', 'Palunku', 'tt0867396']]"
938,nm1269742,"[['1985', 'Khichdi', 'tt0246728'], ['2014-2015', 'Comedy Nights with Kapil', 'tt3402548']]"
939,nm1594666,"[['1990', 'Maila Aanchal', 'tt6424788']]"
940,nm0043199,"[['1986', '27 Mavalli Circle', 'tt0389719'], ['2005', 'Anjaane: The Unkown', 'tt0874854'], ['1996', 'Jeet', 'tt0116690'], ['2002', 'Dil Hai Tumhaara', 'tt0328998']]"
941,nm2465505,"[['1994', 'Chukkan', 'tt0305367'], ['2019', 'Subharathri', 'tt9878242']]"
942,nm5869061,"[['2013', 'Neelakasham Pachakadal Chuvanna Bhoomi', 'tt3061202']]"
943,nm4897036,"[['2012', 'Kadhalil Sodhappuvadhu Yeppadi', 'tt2238837'], ['2011', 'Pyar Mein Gochi', 'tt13859672'], ['2011', 'Pyar Mein Gochi', 'tt13859672'], ['2012', 'Kadhalil Sodhappuvadhu Yeppadi', 'tt2238837']]"
944,nm0437054,"[['1936', 'Draupadi Manasamrakshanam', 'tt0270921']]"
945,nm1682769,"[['1988', 'Jana Nayaka', 'tt1332534']]"
946,nm1525688,"[['2000', 'Hey Ram', 'tt0222012'], ['2006', 'Jodi Number One', 'tt12404058']]"
947,nm4468244,"[['1977', 'Paheli', 'tt0165907'], ['1985', 'Uske Baad', 'tt2706372'], ['1985', 'Uske Baad', 'tt2706372'], ['1993', 'Shri Krishna', 'tt0268085']]"
948,nm2750007,"[['2000', 'Chala Bagundi', 'tt1791479'], ['2017', 'The Kapil Sharma Show', 'tt5747326']]"
949,nm0038675,"[['1923', 'Matri Sneha', 'tt0154854'], ['1976', 'Chalte Chalte', 'tt0360463'], ['1985', 'Jaanoo', 'tt0359492']]"
950,nm4573920,"[['2011', 'Nadunisi Naaygal', 'tt1843221'], ['2012', 'Ekk Deewana Tha', 'tt2126282']]"
951,nm2055008,"[['1995', 'Thumboli Kadappuram', 'tt0356126'], ['2000', 'The Gang', 'tt0282513'], ['2009', 'Black Dhaliya', 'tt1606181'], ['2017', 'Honey Bee 2.5', 'tt6804986']]"
952,nm2371046,"[['2005', 'Kkavyanjali', 'tt1486317'], ['2009-2010', 'Sajan Ghar Jana Hai', 'tt4533740'], ['2007', 'Nach Baliye', 'tt1127012']]"
953,nm1159328,"[['1985', 'Khichdi', 'tt0246728'], ['1994', 'Zid', 'tt0390652']]"
954,nm2393706,"[['1993', 'Tabaahi', 'tt0457161'], ['', 'Gabru Gang', 'tt12797274']]"
955,nm5092725,"[['1998', 'C.I.D.', 'tt0401916'], ['2019', 'The Kapil Sharma Show', 'tt5747326'], ['2016-2020', 'Yeh Rishta Kya Kehlata Hai', 'tt7112704']]"
956,nm0052532,"[['1983', 'Jaane Bhi Do Yaaro', 'tt0085743'], ['1988', 'Tamas', 'tt0247896']]"
957,nm0080385,"[['1986', 'Shabbas Sunbai', 'tt13538816'], ['2007', 'Kadachit', 'tt1206310'], ['1996', 'Bhairavi', 'tt0286505']]"
958,nm0013157,"[['1997', 'Pardes', 'tt0119861'], ['2005', 'Nach Baliye', 'tt1127012']]"
959,nm0013158,"[['1983', 'Pasand Apni Apni', 'tt0158071'], ['2008/II', 'Hello', 'tt1087856'], ['2004', 'Dil Ne Jise Apna Kaha', 'tt0396563'], ['2004', 'Dil Ne Jise Apna Kaha', 'tt0396563']]"
960,nm4974013,"[['2009', 'Zenda', 'tt2343847'], ['2014', 'Rege', 'tt4019578'], ['2003', 'Meri Madhubala', 'tt5368078'], ['2009', 'Zenda', 'tt2343847']]"
961,nm1033231,"[['1971', 'Paraya Dhan', 'tt0067553']]"
962,nm1239481,"[['1999', 'Vaastav: The Reality', 'tt0220832'], ['2006', 'Matichya Chuli', 'tt0814209'], ['1999', 'Vaastav: The Reality', 'tt0220832'], ['2010', 'Crazy Kutumba', 'tt13730106']]"
963,nm2992983,"[['2008', 'Saanncha', 'tt1217642']]"
964,nm3183374,"[['1943', 'Radha Ramana', 'tt0368191'], ['1982', 'Dial 100', 'tt0361508'], ['1954', 'Een Meen Sadeteen', 'tt0876442'], ['1949', 'Apna Desh', 'tt0383188']]"
965,nm4743895,"[['2011', 'Ra.One', 'tt1562871']]"
966,nm1137593,"[['1999', 'Katha Rahigala Kala Kala Ku', 'tt1468332'], ['1992', 'Pennam Calcutta', 'tt1590141'], ['2012', 'Teen Yaari Katha', 'tt4192240'], ['2012', 'Bapi Bari Jaa', 'tt2595394']]"
967,nm0045064,"[['1972', 'Kathula Rathaiah', 'tt1364233'], ['2008', 'Hero', 'tt1583266']]"
968,nm0046850,"[['1954', 'Puthradharmam', 'tt0253517'], ['1971', 'Manpeda', 'tt0257897']]"
969,nm0050187,"[['1988', 'Uttejna', 'tt3508194'], ['2016', 'Baaghi', 'tt4864932']]"
970,nm1130562,"[['1961', 'Vaijayanta', 'tt0230949'], ['1969', 'Manaacha Mujra', 'tt0155851']]"
971,nm2331736,"[['2002', 'Hai', 'tt1579773'], ['2015', 'Bandipotu', 'tt4479870']]"
972,nm1387791,"[['2000/I', 'Campus', 'tt3748362'], ['2017', 'Life of Big T', 'tt7769734'], ['2018', 'When Doves Cry', 'tt8565916'], ['2021', 'Koko', 'tt10573984']]"
973,nm4898167,"[['2014', 'Ek Mutthi Aasmaan', 'tt3430920'], ['2012', 'Zee Cine Awards 2012', 'tt2241739']]"
974,nm0665352,"[['1981', 'Manacha Kunku', 'tt1409113'], ['2002', 'Rendevouz with Simi Garewal', 'tt0275863']]"
975,nm1596214,"[['1996', 'Khamoshi: The Musical', 'tt0116763'], ['2012', 'Saas Bahu Aur Saazish', 'tt2552918']]"
976,nm0579755,"[['1978', 'Uthrada Rathri', 'tt0241021'], ['1978', 'Uthrada Rathri', 'tt0241021'], ['1978', 'Uthrada Rathri', 'tt0241021'], ['1985', 'Ente Ammu Ninte Thulasi Avarude Chakki', 'tt0240488']]"
977,nm0474609,"[['1997', 'Bandh Jharoke', 'tt2739860'], ['', 'Patnagarh 23 Feb 2018 Odisha', 'tt10140990'], ['2021', 'Laal Singh Chaddha', 'tt10028196'], ['2021', 'Laal Singh Chaddha', 'tt10028196']]"
978,nm1045770,"[['2001', 'Khatron Ke Khiladi', 'tt2437584'], ['2001', 'Shirdi Sai Baba', 'tt0295603'], ['2016', 'Karmbhoomi', 'tt5974778']]"
979,nm3071216,"[['2004', 'Manasarovar', 'tt0415144'], ['2018', 'Zindagi Ki Crossroads', 'tt8648766']]"
980,nm0659849,"[['1957', 'Thangamalai Ragasyam', 'tt0250775'], ['1936', 'Samsara Nauka', 'tt0272288'], ['1954', 'Kalyanam Panniyum Brahmachari', 'tt0248127']]"
981,nm3396510,"[['2001', 'Baazi', 'tt1431215']]"
982,nm1919048,"[['2003', 'Aithe', 'tt0460394']]"
983,nm5705219,"[['1976', 'Vijaya Vani', 'tt14696958']]"
984,nm3981484,"[['2009', 'Ritu', 'tt1522265'], ['2015', 'Kohinoor', 'tt5022424'], ['2019', 'Vijay Superum Pournamiyum', 'tt8081566'], ['2019', 'Vijay Superum Pournamiyum', 'tt8081566']]"
985,nm3373549,"[['2006', 'Prema Rutu Aslilare', 'tt1440270'], ['2015', 'Kalki', 'tt5236238']]"
986,nm1783981,"[['1975', 'Soorya Vamsam', 'tt0281211']]"
987,nm0856696,"[['1957', 'Talaash', 'tt0156120'], ['1970', 'Purab Aur Pachhim', 'tt0234542'], ['1963', 'Laagi Nahin Chhute Ram', 'tt0234070'], ['1994', 'Vaade Iraade', 'tt0363170']]"
988,nm1951175,"[['2002', 'Mr. and Mrs. Iyer', 'tt0329393'], ['2019', 'Shankar Mudi', 'tt10602172'], ['2010', 'The Japanese Wife', 'tt1620620']]"
989,nm3766840,"[['2007', 'Magal', 'tt12193758'], ['2019', 'Kazhugu 2', 'tt10737904'], ['2019', 'Kazhugu 2', 'tt10737904'], ['2010', 'Inkosari', 'tt1740676']]"
990,nm1429243,"[['1992', 'Kamaladalam', 'tt0237363'], ['2013', 'Kadal Kadannu Oru Maathukutty', 'tt3134214'], ['2013', 'Kadal Kadannu Oru Maathukutty', 'tt3134214']]"
991,nm0154118,"[['1970', 'Pratidwandi', 'tt0066237'], ['1990/II', 'Abhimanyu', 'tt0369209']]"
992,nm0084428,"[['1958', 'Kangsa', 'tt3867388'], ['1974', 'Raktatilak', 'tt3874486'], ['1975', 'Kahtey Hain Mujhko Raja', 'tt0367922'], ['1979', 'Do Shikari', 'tt0367661']]"
993,nm0991965,"[['1982', 'Ilanjodigal', 'tt0316012'], ['1988', 'Senthoora Poove', 'tt10128034'], ['2002', 'Devan', 'tt12465770'], ['2002', 'Devan', 'tt12465770']]"
994,nm3204740,"[['2003', 'Raghu Romeo', 'tt0377131'], ['', 'So Sicily', 'tt11086918'], ['', 'So Sicily', 'tt11086918'], ['', 'So Sicily', 'tt11086918']]"
995,nm1021410,"[['1949', 'Sunehre Din', 'tt0041933'], ['1955', 'Seema', 'tt0146266'], ['1955', 'Seema', 'tt0146266'], ['1961', 'Kismet Palat Ke Dekh', 'tt1573851']]"
996,nm6750550,"[['2012-2013', 'Best Friends Forever?', 'tt7310234'], ['2005', 'Nach Baliye', 'tt1127012']]"
997,nm1155684,"[['1962', 'Rani Chanamma', 'tt0250684'], ['1995', 'Sangeetha Sagara Ganayogi Panchakshara Gavai', 'tt11209628']]"
998,nm0438467,"[['1971', 'Badnam Farishte', 'tt0384822'], ['1990', 'Raeeszada', 'tt0363921']]"
999,nm1241531,"[['1999', 'Vaastav: The Reality', 'tt0220832'], ['2015', 'Jhakaas Making Of', 'tt9675384']]"
1000,nm1039450,"[['1975', 'Do Jasoos', 'tt0361515']]"
1001,nm3798613,"[['2010', 'Striker', 'tt1573482']]"
1002,nm1393136,"[['1952', 'Pralhad', 'tt0158106'], ['2011', 'Royal Bengal Rahasya', 'tt2133312']]"
1003,nm3421071,"[['2004', 'Manmadhan', 'tt0464106']]"
1004,nm0707490,"[['1981', 'Raktham', 'tt0318014'], ['1997', 'Etha Oru Snehagatha', 'tt0355423'], ['1997', 'Etha Oru Snehagatha', 'tt0355423'], ['2014', 'Good Night, Sweet Dreams', 'tt4678672']]"
1005,nm0802103,"[['1991', 'Jab Pyar Kiya to Darna Kya', 'tt3720320'], ['1999', 'Silsila Hai Pyar Ka', 'tt0267928'], ['1990', 'Awaargi', 'tt0099076'], ['2000', '45th Filmfare Awards', 'tt11973454']]"
1006,nm5796512,"[['2008', 'Gaalipata', 'tt1773441'], ['2017', 'Bigg Boss Kannada', 'tt2911448']]"
1007,nm3176820,"[['2008', 'Raksha', 'tt1314366']]"
1008,nm0802094,"[['1984', 'Laal Chooda', 'tt1499669'], ['1993', 'Pyaar Ka Tarana', 'tt0155075']]"
1009,nm0579756,"[['1994', 'Puthran', 'tt0353922'], ['2016/I', 'Leela', 'tt5508592'], ['2016/I', 'Leela', 'tt5508592'], ['2012', 'Chettayees', 'tt2548030']]"
1010,nm0331727,"[['1969', 'Chik Mik Bijuli', 'tt0230081'], ['1993', 'Kshatriya', 'tt0104645'], ['2003', 'LOC: Kargil', 'tt0347416'], ['2018', 'Vodka Diaries', 'tt6275262']]"
1011,nm1384636,"[['1999', 'Taal', 'tt0152836'], ['2006', 'Bigg Boss', 'tt1281973']]"
1012,nm1459145,"[['1975', 'Mucheettu Kalikarante Magal', 'tt0155888']]"
1013,nm0591341,"[['1991', 'Dastoor', 'tt2619994'], ['1989', 'Miss Universe Pageant', 'tt2561658']]"
1014,nm1785537,"[['1986', 'Tu Saubhagyavati Ho', 'tt0232862'], ['1990', 'Kalat Nakalat', 'tt0452282'], ['1993', 'Sawat Majhi Ladki', 'tt0436747']]"
1015,nm1904822,"[['1999', 'Oh Carol', 'tt6114274'], ['2006-2007', 'Bigg Boss', 'tt1281973']]"
1016,nm1162961,"[['1980', 'Apne Paraye', 'tt0157320'], ['1995', 'Zamana Badal Gaya', 'tt10777568'], ['2021', 'The Kapil Sharma Show', 'tt5747326']]"
1017,nm3989661,"[['1996', 'Just Mohabbat', 'tt1692203'], ['2001', 'Musafir Hoon Yaaron', 'tt1890477']]"
1018,nm1796211,"[['2003', 'Paap', 'tt0399942'], ['2007', 'Frozen', 'tt1071798']]"
1019,nm4918495,"[['2009', 'Sata Sure Bandha E Jibana', 'tt1547237'], ['2013', 'Comedy Nights with Kapil', 'tt3402548']]"
1020,nm3796791,"[['2010', 'Sanjog Se Bani Sangini', 'tt1971139'], ['2009-2010', 'Dance India Dance', 'tt1392552']]"
1021,nm0348467,"[['1939', 'Jawani Ki Reet', 'tt0158686'], ['1964', 'Daal Me Kala', 'tt0156444']]"
1022,nm1311584,"[['2000', 'AlterAsians', 'tt0482132'], ['2003', 'The Big Durian', 'tt0342107']]"
1023,nm0149234,"[['1990/II', 'Badnaam', 'tt2739808'], ['2000', 'Shaheed Uddham Singh: Alais Ram Mohammad Singh Azad', 'tt0237727']]"
1024,nm1983339,"[['2006', 'Dosar', 'tt0470283']]"
1025,nm0006767,"[['1940', 'Jeevana Jyoti', 'tt0280786']]"
1026,nm1125304,"[['1983', 'Kalluveene Nudiyitu', 'tt1380134']]"
1027,nm0420671,"[['1977', 'Hum Kisise Kum Naheen', 'tt0076167'], ['1992', 'Tara', 'tt0306121'], ['1992', 'Tara', 'tt0306121'], ['1992', 'Tara', 'tt0306121']]"
1028,nm3370288,"[['1977', 'Suna Sansar', 'tt0242917'], ['1987', 'Bhuli Huena', 'tt1402422'], ['1977', 'Abhimaan', 'tt0075621'], ['1977', 'Abhimaan', 'tt0075621']]"
1029,nm1142506,"[['1944', 'Sesh Raksha', 'tt0158204'], ['1944', 'Sesh Raksha', 'tt0158204'], ['1967', 'Chiriyakhana', 'tt0061474'], ['1998', 'Gaach', 'tt0311173']]"
1030,nm1802473,"[['1955', 'Nishiddha Phal', 'tt0158028']]"
1031,nm1569756,"[['2002', 'The Legend of Bhagat Singh', 'tt0319736']]"
1032,nm1258113,"[['2001', 'Tere Liye', 'tt0348190'], ['2006', 'Wetten, dass..?', 'tt0081961']]"
1033,nm2158653,"[['1999', 'Satru Mitra', 'tt7151096'], ['2016', 'Nosto Purush', 'tt7960466']]"
1034,nm0080346,"[['1950', 'Tathapi', 'tt0043026'], ['1950', 'Dharti Ke Lal', 'tt0038475'], ['1961', 'Komal Gandhar', 'tt0055055']]"
1035,nm2060633,"[['2002', 'Stop Violence', 'tt0357203']]"
1036,nm0474610,"[['1999', 'Bindhaast', 'tt0272001'], ['1996', 'Bangarwadi', 'tt0249386'], ['2005', 'Kay Dyache Bola', 'tt0984056'], ['2002', 'Bhet', 'tt2608748']]"
1037,nm1363374,"[['1990', 'Chanakya', 'tt0389593'], ['1997', 'Ek Aur Mahabharat', 'tt4981786'], ['1990-1992', 'Chanakya', 'tt0389593'], ['2020', 'Surajya Sanhita', 'tt14509048']]"
1038,nm0795429,"[['1933', 'Lal-e-Yaman', 'tt0262557'], ['1946', 'Sher-E-Baghdad', 'tt0386028'], ['1936', 'Miss Frontier Mail', 'tt0271640'], ['1959', 'Circus Queen', 'tt3908750']]"
1039,nm1901403,"[['2003', 'Shatabdir Galpo', 'tt7154790'], ['2013', 'Aborto', 'tt2729142'], ['2005', 'Ek Mutho Chabi', 'tt4773232'], ['2009', 'Madly Bangali', 'tt2248905']]"
1040,nm3154208,"[['1993', 'Samooham', 'tt0353972']]"
1041,nm1427771,"[['1991', 'Uncle Bun', 'tt0292305']]"
1042,nm2270922,"[['1990', 'Papi', 'tt7351230'], ['2016', 'Nosto Purush', 'tt7960466'], ['2017', 'Yeti Obhijaan', 'tt7166042']]"
1043,nm0004631,"[['1932', 'Rama Paduka Pattabhishekam', 'tt0155091'], ['1939', 'Balaji', 'tt0255824']]"
1044,nm0839664,"[['1991', 'Chaukat Raja', 'tt0436165'], ['2004', 'Saatchya Aat Gharat', 'tt0833529']]"
1045,nm0482299,"[['1935', 'Srikrishna Thulabhaaram', 'tt0255615']]"
1046,nm1896684,"[['2004', 'Chod Do Aanchal', 'tt4928444'], ['2008', 'King', 'tt1305803']]"
1047,nm1432228,"[['1967', 'Madatharuvi', 'tt0255335']]"
1048,nm2217836,"[['1970', 'Akhandudu', 'tt8669060'], ['1978', 'Raja Putra Rahasyam', 'tt8821222'], ['1989', 'Gudachari 117', 'tt8723684']]"
1049,nm2240044,"[['1999', 'Star Bestsellers: Bhoron Ne Khilaya Phool', 'tt2452744'], ['2020', 'Sab Kushal Mangal', 'tt9691324'], ['2014', 'Making of Bhoothnath Returns', 'tt4390038']]"
1050,nm5528429,"[['2010', 'Shankar IPS', 'tt4529422']]"
1051,nm1883083,"[['2005', 'Ek Main Ek Tum', 'tt4884648'], ['2020', 'The Kapil Sharma Show', 'tt5747326']]"
1052,nm3257879,"[['1985', 'Paroma', 'tt0087886'], ['2015', 'Shajarur Kanta', 'tt4538164'], ['2012', 'The Warrior Prince: Sourav Ganguly', 'tt5261646']]"
1053,nm3464128,"[['2005', 'Babu I Love You', 'tt1440123']]"
1054,nm0151527,"[['1934', 'Amrit Manthan', 'tt0024828']]"
1055,nm1495762,"[['2000', 'Munnudi', 'tt2759362'], ['2012', 'Ki Kore Bojhabo... Tomake', 'tt9131110'], ['2007', 'Sajni', 'tt0959341']]"
1056,nm0149433,"[['1944', 'Tahsildar', 'tt0259607'], ['1952', 'Palletooru', 'tt0254652']]"
1057,nm1033297,"[['1963', 'Amarshilpi Jakanachari', 'tt0260691'], ['1963', 'Amarshilpi Jakanachari', 'tt0260691'], ['1959', 'Mahishasura Mardini', 'tt0261037'], ['1986', 'Africadalli Sheela', 'tt0363994']]"
1058,nm5422323,"[['2013', 'Naan Rajavaga Pogiren', 'tt2576666']]"
1059,nm0151520,"[['1955', 'Hatimtai Ki Beti', 'tt1472596']]"
1060,nm4464725,"[['1991', 'Hafta Bandh', 'tt0363658']]"
1061,nm3751819,"[['1998', 'Pal Chin', 'tt5583112'], ['2001', 'Kasautii Zindagii Kay', 'tt1450737']]"
1062,nm1249087,"[['1996', 'Lathi', 'tt4152086'], ['2003', 'Abar Aranye', 'tt0368559']]"
