,imdb_id,debut_films
168,nm1694524,"[['1996', 'Ramayanam', 'tt1125830'], ['2007', 'Yamadonga', 'tt0924317'], ['2007', 'Yamadonga', 'tt0924317'], ['2008', 'Chintakayala Ravi', 'tt1187038']]"
169,nm3373920,"[['2005', 'O My Love', 'tt1407262']]"
170,nm0706499,"[['1982', 'Kakka', 'tt0345481']]"
171,nm1421814,"[['1997', 'Nerukku Ner', 'tt0417011'], ['2008', 'Herova? Zerova?', 'tt10825064'], ['2004', 'Peralagan', 'tt0422934'], ['2004', 'Peralagan', 'tt0422934']]"
172,nm0576169,"[['1978', 'Thamburatti', 'tt0267020']]"
173,nm0707398,"[['1938', 'Vachan', 'tt0030923'], ['1991', 'Alibaba', 'tt7415858'], ['1987', 'Raj Kapoor', 'tt0483785']]"
174,nm0767800,"[['1950', 'Samsaram', 'tt0255567'], ['1969', 'Kuzhandai Ullam', 'tt1464245'], ['1971', 'Vintha Samsaram', 'tt8426766'], ['1966', 'Navarathri', 'tt0260224']]"
175,nm0451391,"[['1998', 'Earth', 'tt0150433'], ['2006', 'Discovery Week', 'tt0940016'], ['2004', 'Weird Sex and Snowshoes: A Trek Through the Canadian Cinematic Psyche', 'tt0476505']]"
176,nm0612614,"[['1958', 'Talaaq', 'tt0232759'], ['1971', 'Ladki Pasand Hai', 'tt0175835'], ['1984', 'Lorie', 'tt0316190'], ['1973', 'Raja Rani', 'tt0206240']]"
177,nm0863120,"[['1985', 'Idhar Udhar', 'tt9254574'], ['2000', 'Dial 100', 'tt4603546'], ['2000', 'Dial 100', 'tt4603546'], ['2000', 'Dial 100', 'tt4603546']]"
178,nm0787631,"[['1986', 'Africadalli Sheela', 'tt0363994'], ['2007', 'Chota Mumbai', 'tt0924213']]"
179,nm0542498,"[['1992', 'Jeeva Sakha', 'tt6414274'], ['1995', 'Aai', 'tt0405625'], ['1995', 'Aai', 'tt0405625'], ['1995', 'Aai', 'tt0405625']]"
180,nm1571396,"[['2003', 'Paap', 'tt0399942'], ['2004', '49th Manikchand Filmfare Awards 2003', 'tt0397233'], ['2019', 'Pyaar Karle', 'tt11006136']]"
181,nm5463331,"[['2011', 'Lathika', 'tt11178210'], ['2011', 'Lathika', 'tt11178210'], ['2017', 'Kavan', 'tt6712026']]"
182,nm0813763,"[['1995', 'Deewarein', 'tt3313092'], ['2002', 'Hubahu', 'tt6575210'], ['2002', '16 December', 'tt0313844'], ['2007', 'Pulse: The Desi Beat', 'tt1204990']]"
183,nm0052333,"[['1927', 'Durgesh Nandini', 'tt0214652'], ['2013', 'Apur Panchali', 'tt3438252']]"
184,nm3370270,"[['1966', 'Matira Manisha', 'tt0060679']]"
185,nm4495174,"[['2011', 'Dor...', 'tt4424670'], ['2017', 'Meri Pyaari Bindu', 'tt5472374'], ['2017', 'Meri Pyaari Bindu', 'tt5472374'], ['2019', 'The Sky Is Pink', 'tt8902990']]"
186,nm1431656,"[['2003', 'Footpath', 'tt0374660'], ['1999', 'Dhundh', 'tt4965858'], ['2014', 'Koffee with Karan', 'tt0445883'], ['2008', 'The Magical World of Trains', 'tt3421380']]"
187,nm1064764,"[['1999', 'Shaam Hai Haseen', 'tt5575996'], ['2011', 'Shakal Pe Mat Ja', 'tt2109200'], ['1989', 'Rangoli', 'tt0389674']]"
188,nm1220246,"[['1999', 'Sethu', 'tt0265730'], ['1999', 'Sethu', 'tt0265730'], ['2005', 'Mayaavi', 'tt1496797'], ['2019/III', 'The Loop', 'tt10763442']]"
189,nm0442479,"[['1982', 'Aadharshila', 'tt0177480'], ['1985', 'Lifeline', 'tt14568864'], ['1987', 'Mr. India', 'tt0093578'], ['1983', 'Jaane Bhi Do Yaaro', 'tt0085743']]"
190,nm1659141,"[['2002', 'Eeshwar', 'tt0924219'], ['2012', 'Dhenikaina Ready', 'tt2393775'], ['2009', 'Lakshmi Talk Show', 'tt1475525']]"
191,nm0707274,"[['1963', 'Phool Bane Angaare', 'tt0362023'], ['1948', 'Aag', 'tt0040067'], ['1972', 'Kundan', 'tt2221990'], ['1985', 'Mard', 'tt0089552']]"
192,nm1240913,"[['1982', 'Disco Dancer', 'tt0208903'], ['1994', 'Chandrakanta', 'tt0389594'], ['1982', 'Disco Dancer', 'tt0208903']]"
193,nm0905574,"[['1977', 'Paheli', 'tt0165907'], ['1979', 'Ladke Baap Se Badke', 'tt1268882'], ['1989', 'Mirza Ghalib: The Playful Muse', 'tt5926822'], ['2001', 'Ashi Gyaneshwari', 'tt1414807']]"
194,nm1024111,"[['1985', 'Main Chup Nahi Rahungi', 'tt2804052'], ['1990', 'Mahabharat Ki Mahabharat', 'tt8550842']]"
195,nm0080276,"[['1991', 'The Real McCoy', 'tt0300844'], ['2001', 'Goodness Gracious Me: Back Where They Came from', 'tt0277721'], ['2014', 'The Kumars', 'tt3470362'], ['2014', 'The Kumars', 'tt3470362']]"
196,nm2178111,"[['2003', 'Jay Jay', 'tt0416874']]"
197,nm0623321,"[['1958', 'Abana', 'tt0213391'], ['1974', 'Geetaa Mera Naam', 'tt0071541'], ['1963', 'Mere Mehboob', 'tt0266765'], ['1983', 'Film Hi Film', 'tt0361617']]"
198,nm0737730,"[['1991', 'Sarpa Yagam', 'tt1579872'], ['1993', 'Rakshana', 'tt1579682'], ['2011', 'Prematho Mee Lakshmi', 'tt1849553']]"
199,nm0611538,"[['1950', 'Kankantala Light Railway', 'tt0243354'], ['1998', 'Gaach', 'tt0311173']]"
200,nm0222454,"[['1926', 'Jaidev', 'tt0154667'], ['1931', 'Jore Barat', 'tt0154688'], ['1949', 'Bamuner Meye', 'tt0231225']]"
201,nm0084433,"[['1935', 'Dharma Ki Devi', 'tt0156473'], ['1945', 'Pahali Nazar', 'tt0379423'], ['1936', 'Sangdil Samaj', 'tt0158913'], ['1949', 'Ladli', 'tt0151282']]"
202,nm0846681,"[['1974', 'Ankur', 'tt0071145'], ['1987', 'Hawalaat', 'tt0317637'], ['2002', 'Bombay Dreams', 'tt1661198'], ['1991', 'Kishtee', 'tt2937534']]"
203,nm0159159,"[['1955', 'Tangewali', 'tt0389433'], ['1988', 'Mera Muqaddar', 'tt0427525'], ['1977', 'Chala Murari Hero Banne', 'tt0075825'], ['2004', 'Bride & Prejudice', 'tt0361411']]"
204,nm0784292,"[['1992', 'Shet Patharer Thala', 'tt0306066'], ['2003', 'Alo', 'tt0390831'], ['2006', 'Anuranan', 'tt0814012'], ['2011', 'Icche', 'tt2393324']]"
205,nm1596350,"[['1999', 'Sarfarosh', 'tt0200087'], ['2018/XII', 'The Date', 'tt14216522'], ['2018', 'Manto', 'tt6923462'], ['2014', 'How We Make Movies', 'tt2732720']]"
206,nm1413459,"[['2002', 'Kannathil Muthamittal', 'tt0312859'], ['2006', 'Chukkallo Chandrudu', 'tt0483980'], ['2001', ""Everybody Says I'm Fine!"", 'tt0296621'], ['2006', 'Chukkallo Chandrudu', 'tt0483980']]"
207,nm1298692,"[['2002', 'Vendi Mobulu', 'tt1575709'], ['2017', 'Maya: by Sherlyn Chopra', 'tt6665250'], ['2017', 'Maya: by Sherlyn Chopra', 'tt6665250'], ['2009', 'Dard-E-Sherlyn', 'tt5460490']]"
208,nm0542197,"[['1954', 'Chandni Chowk', 'tt0139108'], ['1955', 'Azaad', 'tt0131852'], ['1977', 'Jait Re Jait', 'tt0251151']]"
209,nm3289096,"[['1998', 'C.I.D.', 'tt0401916'], ['2010', 'My Name Is Khan', 'tt1188996'], ['2013', 'Yeh Hai Mohabbatein', 'tt3550730']]"
210,nm0537962,"[['1947', 'The Tragedy of Romeo and Juliet', 'tt0125477'], ['1980', 'Little Margaret: (Blessed Margaret of Castello)', 'tt12020480'], ['2000', ""Inside 'The Man with the Golden Gun'"", 'tt0322767']]"
211,nm1167045,"[['1950', 'Chandrika', 'tt0251011']]"
212,nm0704694,"[['1999', 'Bhopal Express', 'tt0281656'], ['2014', 'Kya Dilli Kya Lahore', 'tt2063745'], ['2010', 'Chance Pe Dance', 'tt1392744'], ['2014', 'Bombay Movie', 'tt2415086']]"
213,nm1056425,"[['1999', 'Mast', 'tt0214931'], ['2005', 'Main, Meri Patni... Aur Woh!', 'tt0485513'], ['2012', 'Ata Pata Lapatta', 'tt1956433'], ['2010', 'Hello Hum Lallann Bol Rahe Hain', 'tt1673391']]"
214,nm0447240,"[['1987', 'Gul Gulshan Gulfam', 'tt3833346'], ['2013', 'Go Goa Gone', 'tt2436516'], ['2013', 'Go Goa Gone', 'tt2436516'], ['2013', 'Go Goa Gone', 'tt2436516']]"
215,nm0756313,"[['1998', 'Captain Vyom', 'tt4631018'], ['1984', 'Party', 'tt0248289'], ['1995', 'Oh Darling Yeh Hai India', 'tt0114031'], ['2011', 'Tere Mere Phere', 'tt1696191']]"
216,nm2601111,"[['2006', 'Palunku', 'tt0867396'], ['2018', 'Varathan', 'tt8188872'], ['2014', 'Bangalore Days', 'tt3668162'], ['2014', 'Bangalore Days', 'tt3668162']]"
217,nm3768934,"[['2010', 'Veer', 'tt1185412'], ['2011', 'Ready', 'tt1708532'], ['2015', 'Comedy Nights with Kapil', 'tt3402548']]"
218,nm0474616,"[['1992', 'Mera Dil Tere Liye', 'tt0351333']]"
219,nm0619662,"[['1960', 'Anuradha', 'tt0137362'], ['1963', 'The Tonight Show Starring Johnny Carson', 'tt0055708']]"
220,nm0080228,"[['1983', 'Sitaara', 'tt0248441']]"
221,nm3898762,"[['2009', 'Neelathamara', 'tt1650557'], ['2020', 'Cadaver', 'tt11102262'], ['2015', 'UPstarters', 'tt12158678']]"
222,nm1242236,"[['2001', 'Dhoom Pichak Dhoom', 'tt6177360'], ['2002', 'Filhaal...', 'tt0307866'], ['2002', 'Filhaal...', 'tt0307866'], ['2002', 'Sha Na Na', 'tt4929846']]"
223,nm0244904,"[['1958', 'Parash Pathar', 'tt0052046'], ['1987', 'Sukumar Ray', 'tt0094069']]"
224,nm0434318,"[['1971', 'Fajr al islam', 'tt1458553'], ['1972', 'Jawani Diwani', 'tt0155775'], ['1981', 'Shama', 'tt0364658'], ['1991', 'Nachnewala Gaanewale', 'tt0363838']]"
225,nm3195958,"[['2008', 'Fashion', 'tt0964516'], ['2011', 'Miss World 2011', 'tt2106547']]"
226,nm0347901,"[['1967', 'Badhu Bharan', 'tt0296518'], ['1999', 'Dil Kya Kare', 'tt0216707'], ['1998', 'Pyaar To Hona Hi Tha', 'tt0173081'], ['1982', 'Taaqat', 'tt0156118']]"
227,nm6012416,"[['2002', 'Bhabhi', 'tt5547122'], ['2013', 'MTV Webbed', 'tt3213338']]"
228,nm0695199,"[['1940', 'Yamla Jat', 'tt0215372'], ['1991', 'Lakshmanrekha', 'tt0359582'], ['1984', 'Farishta', 'tt0356602'], ['1986', 'Allah-Rakha', 'tt0090611']]"
229,nm0698184,"[['1984', 'Poochakkoru Mookkuthi', 'tt0255494'], ['1983', 'Samrambham', 'tt0345888'], ['1983', 'Hello Madras Girl', 'tt0215838'], ['1978', 'Thiranottam', 'tt10843328']]"
230,nm0997190,"[['1991', 'Idhayam', 'tt0319538'], ['1991', 'Idhayam', 'tt0319538'], ['2005', 'Mangal Pandey: The Rising', 'tt0346457'], ['1995', 'Bombay', 'tt0112553']]"
231,nm0530818,"[['1950', 'Praja Rajyam', 'tt0369842'], ['1957', 'Pudhaiyal', 'tt10455332'], ['1964', 'Karnan', 'tt0250461'], ['1998', 'Kadhal Mannan', 'tt2378298']]"
232,nm0907888,"[['1951', 'Baazi', 'tt0043307'], ['1986', 'Pahunchey Huwe Log', 'tt0392579'], ['1989', 'In Search of Guru Dutt', 'tt1906397'], ['2004', 'Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling', 'tt0412919']]"
233,nm0004109,"[['1978', 'Madhu Malti', 'tt0156801'], ['2003', 'Jajantaram Mamantaram', 'tt0368811'], ['1996', 'Fire', 'tt0116308'], ['1999', 'Sar Ankhon Par', 'tt4228400']]"
234,nm1226448,"[['1994', 'Minnaram', 'tt0255378'], ['2021', 'Step Out', 'tt13925648'], ['2016', 'Ae Dil Hai Mushkil', 'tt4559006'], ['2002', 'Bitches & Beauty Queens: The Making of Miss India', 'tt0328892']]"
235,nm1574606,"[['2002', 'Desi Lalkara', 'tt4916938'], ['2008', 'IIFA 2007 Backstage', 'tt1400340']]"
236,nm1832004,"[['2000', 'Ek Kudi Dil Uthe Chaa Gayi', 'tt9114408'], ['2006', '51st Filmfare Awards', 'tt11968450']]"
237,nm2102514,"[['2002', 'Yeh Kya Ho Raha Hai?', 'tt0338566'], ['', 'Super V', 'tt10489410'], ['2008', 'Love Story 2050', 'tt0490170'], ['2009', ""What's Your Raashee?"", 'tt1242530']]"
238,nm0481568,"[['1969', 'Dadu', 'tt0356500'], ['1966', 'Subhas Chandra', 'tt4303968'], ['1974', 'Badhti Ka Naam Dadhi', 'tt0233281'], ['1974', 'Badhti Ka Naam Dadhi', 'tt0233281']]"
239,nm0815897,"[['1992', 'Baa Nanna Preethisu', 'tt10197746'], ['2002', 'Dweepa', 'tt0330241'], ['2000', 'Bollywood im Alpenrausch', 'tt0297032']]"
240,nm0006005,"[['1953', 'Do Bigha Zamin', 'tt0045693'], ['1953', 'Do Bigha Zamin', 'tt0045693'], ['1951', 'Barjatri', 'tt0156342'], ['1953', 'Do Bigha Zamin', 'tt0045693']]"
241,nm2500160,"[['1978', 'Thayige Takka Maga', 'tt1402574'], ['2005', 'Namma Basava', 'tt13613252'], ['2002', 'Appu', 'tt12282108'], ['2019', 'Kavaludaari', 'tt7109900']]"
242,nm3193992,"[['2008', 'Slumdog Millionaire', 'tt1010048'], ['2009', ""Slumdog Dreams: Danny Boyle & the Making of 'Slumdog Millionaire'"", 'tt1388366']]"
243,nm0764713,"[['1973', 'Sonal', 'tt3087812'], ['2009', 'Unheard Voices', 'tt1378807'], ['2009', 'Unheard Voices', 'tt1378807'], ['2011', ""The Poetics of Color: Natvar Bhavsar, a Painter's Journey"", 'tt1811345']]"
244,nm1425113,"[['1997', 'Iruvar', 'tt0119385'], ['2001', 'Minnale', 'tt0357905'], ['2008', 'Margazhi Raagam', 'tt2138154'], ['2013', 'The Oscars', 'tt2461862']]"
245,nm1421465,"[['2003', 'Evare Athagadu', 'tt1579950'], ['', 'Paravasamayye..', 'tt9642472'], ['2008', 'King', 'tt1305803'], ['2016', 'Weekend with Ramesh', 'tt5636354']]"
246,nm2151543,"[['2004', 'Phir Milenge', 'tt0422950']]"
247,nm0419685,"[['1974', 'Bhoomikosam', 'tt0313275'], ['2016', 'Uyire.. Uyire..', 'tt4439194'], ['2021', 'The Kapil Sharma Show', 'tt5747326']]"
248,nm0708095,"[['1992', 'Sargam', 'tt0230734'], ['2003', 'Three Roses', 'tt10682798'], ['1999', 'Unnaruge Naan Irundhal', 'tt6756342']]"
249,nm0958250,"[['1971', 'A Kiss Is Just a Kiss', 'tt1646094'], ['1975', 'Whodunnit?', 'tt0069656']]"
250,nm0837700,"[['1989', 'Eeshwar', 'tt0097264']]"
251,nm0154653,"[['1998', 'Masoom Tera Chehra', 'tt5500266'], ['2010', 'Thakita Thakita', 'tt2005364'], ['2010', 'Yagam', 'tt1582658'], ['2006', 'Bollywood Queens Vol. 2', 'tt0809917']]"
252,nm1249945,"[['2001', 'Meri Jaan', 'tt5360590'], ['1998', 'Dil Se..', 'tt0164538'], ['2007', 'Jhoom Barabar Jhoom', 'tt0833476'], ['2010', 'Raavan', 'tt1334470']]"
253,nm1569814,"[['1999', 'Hip Hip Hurray', 'tt1634526'], ['2004', 'Bride & Prejudice', 'tt0361411'], ['1999', 'Tea with [V]', 'tt1991739'], ['2005', 'Pride and Prejudice Revisited', 'tt1217593']]"
254,nm0080149,"[['1963', 'Mahanagar', 'tt0057277'], ['1993', 'Dekh Bhai Dekh', 'tt2445744'], ['1988', 'Shahenshah', 'tt0093949'], ['1977', 'Abhi To Jee Lein', 'tt0178217']]"
255,nm0424103,"[['1998', 'Duplicate', 'tt0164550'], ['1989', 'Indradhanush', 'tt0390729'], ['1998', 'Kuch Kuch Hota Hai', 'tt0172684'], ['1998', 'Kuch Kuch Hota Hai', 'tt0172684']]"
256,nm0788881,"[['1998', 'Purani Jeans', 'tt5360542']]"
257,nm0307231,"[['1962', 'Tarzan Goes to India', 'tt0056560'], ['1988', 'Rukhsat', 'tt0423100'], ['1997', 'Rendevouz with Simi Garewal', 'tt0275863'], ['1972', 'Chori Chori', 'tt1996213']]"
258,nm0839514,"[['1994', 'Salaami', 'tt0403475'], ['1996', 'Shastra', 'tt0117623'], ['2007', 'Chander Bari', 'tt1864282'], ['2018', 'Rosogolla', 'tt8665784']]"
259,nm1893457,"[['2004', 'Hum Tum', 'tt0378072'], ['2005', 'Salaam Namaste', 'tt0456165'], ['1982', 'Maine Jeena Seekh Liya', 'tt0374016'], ['2005', 'Salaam Namaste', 'tt0456165']]"
260,nm0015001,"[['1990', 'En Veedu En Kanavar', 'tt2373548'], ['2017', 'Vivegam', 'tt6878378']]"
261,nm1599046,"[['1997', 'Chachi 420', 'tt0233422'], ['1992', 'Thevar Magan', 'tt0105575'], ['1997', 'Chachi 420', 'tt0233422'], ['2009', 'Unnaipol Oruvan', 'tt1417299']]"
262,nm0541597,"[['1985', 'Ram Teri Ganga Maili', 'tt0152139'], ['1986', 'Dancing City', 'tt2005188'], ['1987', 'Raj Kapoor', 'tt0483785']]"
263,nm0611552,"[['1996', 'Biyer Phul', 'tt4192340'], ['1999', 'Mann', 'tt0206921'], ['2000', 'Kaun Banega Crorepati?', 'tt0250875'], ['2002', 'Jeena Isi Ka Naam Hai', 'tt0989775']]"
264,nm0059400,"[['1932', 'Bengal 1983', 'tt0155538'], ['1931', 'Charitraheen', 'tt0214576'], ['1932', 'Ekada', 'tt0155692'], ['1940', 'Zindagi', 'tt0156192']]"
265,nm0299885,"[['1940', 'Bondam Pelli', 'tt0266352'], ['1968', 'Moogajeevulu', 'tt0290771'], ['1968', 'Harishchandra', 'tt0254375']]"
266,nm0820286,"[['1967', 'Thiruvarutselvar', 'tt0246985'], ['1983', 'Prem Nazirine Kanmanilla', 'tt0259518'], ['2015', 'Chirakodinja Kinavukal', 'tt4648298']]"
267,nm0159167,"[['1994', 'Yeh Dillagi', 'tt0111793'], ['1995', 'Dilwale Dulhania Le Jayenge', 'tt0112870'], ['1993', 'Parampara', 'tt0107777'], ['2010', 'Pyaar Impossible!', 'tt1351224']]"
268,nm0474932,"[['1939', 'Leatherface', 'tt0139419'], ['1972', 'Pakeezah', 'tt0067546'], ['1966', 'Pinjre Ke Panchhi', 'tt0139529'], ['1972', 'Gomti Ke Kinare', 'tt0139248']]"
269,nm0619762,"[['1979', 'Jama Masjid Street Journal', 'tt0079363'], ['1988', 'Salaam Bombay!', 'tt0096028'], ['1991', 'Mississippi Masala', 'tt0102456'], ['1988', 'Salaam Bombay!', 'tt0096028']]"
270,nm0025398,"[['1983', 'Octopussy', 'tt0086034'], ['1984', 'Fleshburn', 'tt0087270'], ['1979', 'Players', 'tt0079723'], ['2000', 'Now Pay Attention 007: A Tribute to Actor Desmond Llewelyn', 'tt0879840']]"
271,nm0481798,"[['1996', 'Dushman Duniya Ka', 'tt0116153']]"
272,nm0012881,"[['1970', 'Garambicha Bapu', 'tt13099322'], ['2013', 'Astu - So Be It', 'tt3867974'], ['2009', 'Odh', 'tt1496416'], ['1999', 'Kehta Hai Joker', 'tt1477132']]"
273,nm1224082,"[['2001', ""Everybody Says I'm Fine!"", 'tt0296621'], ['2005', 'Home Delivery: Aapko... Ghar Tak', 'tt0457940'], ['2006', 'Khosla Ka Ghosla!', 'tt0466460'], ['2009', '3 Idiots', 'tt1187043']]"
274,nm0158332,"[['1935', 'Shri Satyanarayan', 'tt0379503'], ['1941', 'Kanchan', 'tt0448585'], ['1941', 'Jhoola', 'tt0033772'], ['1955', 'Aaj Ki Baat', 'tt0157286']]"
275,nm2011932,"[['2004', 'Run', 'tt0411815'], ['2010', 'Kedi', 'tt1582524'], ['2008', 'King', 'tt1305803']]"
276,nm0023551,"[['1954', 'Aar-Paar', 'tt0046673'], ['1958', ""12 O'Clock"", 'tt0051335'], ['1962', 'Sahib Bibi Aur Ghulam', 'tt0056436'], ['1989', 'In Search of Guru Dutt', 'tt1906397']]"
277,nm1840780,"[['2005', 'Lucky: No Time for Love', 'tt0449306'], ['2008', 'King', 'tt1305803']]"
278,nm0222489,"[['1925', 'Prem Sanyas', 'tt0016240'], ['1956', 'Badal Aur Bijli', 'tt0364221']]"
279,nm0706790,"[['1951', 'Kali Ghata', 'tt0140302']]"
280,nm1213909,"[['2002', 'Om Jai Jagadish', 'tt0327071'], ['2011', 'The House Guest', 'tt14153582'], ['2008/I', 'The Mole', 'tt1362101'], ['2003', 'MTV Roadies', 'tt5017396']]"
281,nm0536739,"[['1998', 'Dil Se..', 'tt0164538'], ['1998', 'Dil Se..', 'tt0164538'], ['2007', 'Mission Ustaad', 'tt1755604'], ['2018', 'Vidyoday', 'tt9044540']]"
282,nm0304358,"[['1922', 'Yashoda Nandan', 'tt0215374'], ['1921', 'Bilet Pherat', 'tt0011971'], ['1921', 'Bilet Pherat', 'tt0011971'], ['1921', 'Bilet Pherat', 'tt0011971']]"
283,nm1299011,"[['2003', 'Tujhe Meri Kasam', 'tt0348258'], ['2013', 'Balak Palak', 'tt2391492'], ['2012', 'Kyaa Super Kool Hain Hum', 'tt2027138'], ['2007', 'Om Shanti Om', 'tt1024943']]"
284,nm1116258,"[['1991', 'Vishkanya', 'tt0318812'], ['2010/I', 'Click', 'tt1596723']]"
285,nm1024354,"[['1954', 'Subah Ka Tara', 'tt0392803'], ['1994', 'Sasar Maher', 'tt12741978'], ['1996', 'Ashi Asavi Sasu', 'tt12715184'], ['1996', 'Ashi Asavi Sasu', 'tt12715184']]"
286,nm0603352,"[['1998', 'Blast', 'tt6177406'], ['2012', 'Jism 2', 'tt2226666'], ['2007', 'Om Shanti Om', 'tt1024943'], ['2007', 'Om Shanti Om', 'tt1024943']]"
287,nm1167656,"[['1987', 'Oru Thayin Sabhatham', 'tt0259478'], ['1999', 'Monishaa en Monalisa', 'tt0285739'], ['2003', 'Kovil', 'tt1483773'], ['2004', 'Manmadhan', 'tt0464106']]"
288,nm1768298,"[['2006', 'The Namesake', 'tt0433416'], ['2006', 'The Namesake', 'tt0433416'], ['2010', 'In Treatment', 'tt0835434'], ['2006', 'MTVU Stand In', 'tt1016916']]"
289,nm0097893,"[['1994', 'English, August', 'tt0109732'], ['2001', ""Everybody Says I'm Fine!"", 'tt0296621'], ['2001', ""Everybody Says I'm Fine!"", 'tt0296621'], ['2001', ""Everybody Says I'm Fine!"", 'tt0296621']]"
290,nm1314042,"[['2002', 'The Paper Round', 'tt1190558'], ['2002', 'Bombay Dreams', 'tt1661198'], ['2020', 'In Hollywoodland', 'tt8577702'], ['2003', 'The Making of A Bollywood Queen', 'tt0834928']]"
291,nm0465929,"[['1998', 'Ek Tha Dil Ek Thi Dhadkhan', 'tt2617838'], ['2007', 'Nach Baliye', 'tt1127012']]"
292,nm0244890,"[['1994', 'Ishq Mein Jeena Ishq Mein Marna', 'tt0398128'], ['2021', 'Toofaan', 'tt11045422'], ['2000', 'Raja Ko Rani Se Pyar Ho Gaya', 'tt0255543'], ['1999', 'Sar Ankhon Par', 'tt4228400']]"
293,nm2977124,"[['2003', 'Hawayein', 'tt0378025'], ['2012', 'Paan Singh Tomar', 'tt1620933'], ['2016', 'Aatishbaazi Ishq', 'tt6003734'], ['2009', ""The Making of 'Dev.D'"", 'tt1383603']]"
294,nm0765346,"[['1935', 'Joymati', 'tt0151153'], ['1948', 'Siraj', 'tt0332397']]"
295,nm1999369,"[['2005', '...Yahaan', 'tt0473567'], ['2008', 'Dus Ka Dum', 'tt1442411']]"
296,nm0352032,"[['1960', 'Kalathur Kannamma', 'tt0156666'], ['1975', 'Antharangam', 'tt0362413'], ['1980', 'Guru', 'tt0187108'], ['1981', 'Raaja Paarvai', 'tt0274026']]"
297,nm0433893,"[['1991', 'Cheran Pandian', 'tt12393220'], ['1990', 'puriyatha puthir', 'tt10953342'], ['1991', 'Cheran Pandian', 'tt12393220'], ['1993', 'Gardish', 'tt0106986']]"
298,nm0701176,"[['1979', 'Squadra antigangsters', 'tt0079943'], ['1970', 'NET Playhouse', 'tt0439384'], ['1971', ""Bad Marien's Last Year"", 'tt1945045'], ['1976', 'Starparade', 'tt0476114']]"
299,nm0874661,"[['1997', 'Seven Years in Tibet', 'tt0120102']]"
300,nm5627774,"[['2013', 'Gunde Jaari Gallanthayyinde', 'tt2846134'], ['2010', '2010 Commonwealth Games', 'tt1786436']]"
301,nm3359800,"[['2003', 'Nater Guru', 'tt1409116']]"
302,nm0178292,"[['1921', 'Nala Damayanti', 'tt0154931']]"
303,nm0042805,"[['1962/I', 'Kanchenjungha', 'tt0056134'], ['2015', 'Chasing Eagle Rock', 'tt1891766'], ['2015', 'Chasing Eagle Rock', 'tt1891766'], ['2015', 'Chasing Eagle Rock', 'tt1891766']]"
304,nm0201903,"[['1989', 'Parinati', 'tt0230622'], ['2014-2015', 'Ein Fall für TKKG', 'tt4320654'], ['2008', 'Firaaq', 'tt1263679'], ['2008', 'Firaaq', 'tt1263679']]"
305,nm3952022,"[['1999', 'Taal', 'tt0152836']]"
306,nm0003504,"[['1979', 'Prem Jaal', 'tt2613212'], ['1981', 'Laawaris', 'tt0082644'], ['2009', 'Mere Khwabon Mein Jo Aaye', 'tt1288644'], ['1999', 'Biyer Phul', 'tt1990180']]"
307,nm1539666,"[['2004', 'Swades: We, the People', 'tt0367110'], ['2019', ""BFF's with Vogue"", 'tt10250856']]"
308,nm0037026,"[['1972', 'Zaroorat', 'tt0068012'], ['2000', 'Papa the Great', 'tt0395701'], ['1981', 'Naseeb', 'tt0082797']]"
309,nm1106754,"[['1999', 'Nahin Lagta Dil', 'tt5375064'], ['2005', 'Showbiz India', 'tt0344720']]"
310,nm0576543,"[['1978', 'Lal Kothi', 'tt0961063'], ['1981', 'Kalyug', 'tt0080982'], ['2001', 'Moksha: Salvation', 'tt0301240'], ['1982', 'Sultan E Deccan: Banda Nawaz', 'tt2939820']]"
311,nm0631415,"[['1993', 'Muqabla', 'tt0104941'], ['1993', 'Veerta', 'tt0243639'], ['1982', 'Ustadi Ustad Se', 'tt0945604'], ['1998', 'Tu', 'tt4914438']]"
312,nm1671668,"[['1998', 'Rishtey', 'tt2557646']]"
313,nm3367906,"[['2007', 'Pitribhumi', 'tt3336696'], ['2019', 'Ebar Jombe Moja', 'tt10162320']]"
314,nm1470800,"[['2002', 'Meesha Madhavan', 'tt0353725']]"
315,nm1538116,"[['1991', 'Kaun Kare Kurbanie', 'tt1454012'], ['2016', 'Chutney', 'tt6289266'], ['2016', 'Chutney', 'tt6289266'], ['2020', 'Rubaru', 'tt13598738']]"
316,nm0557316,"[['1967', 'The Long Duel', 'tt0061916'], ['1988', 'The Media Show', 'tt0134253'], ['1983', 'Minder', 'tt0078657']]"
317,nm0006433,"[['1991', 'Prem Qaidi', 'tt0102706'], ['1996', 'Papi Gudia', 'tt0267813'], ['2007', 'Om Shanti Om', 'tt1024943'], ['2001', '46th Filmfare Awards', 'tt11974500']]"
318,nm0482290,"[['', 'Top Chef', 'tt0765425'], ['1998', 'Linda e il brigadiere', 'tt0151341'], ['2001', 'Glitter', 'tt0118589'], ['1995', 'Unzipped', 'tt0114805']]"
319,nm1748819,"[['2003', 'Kyunki Saas Bhi Kabhi Bahu Thi', 'tt0278212'], ['2003', 'Khichdi', 'tt1727829']]"
320,nm0080324,"[['1989', 'Daddy', 'tt0097143'], ['1998', 'Tamanna', 'tt0205445'], ['2003', 'Paap', 'tt0399942'], ['2003', 'Jism', 'tt0348843']]"
