,wiki_id
2001,Q6390700
778,Q6390767
806,Q6397121
788,Q6397775
884,Q63997
1905,Q6415433
1862,Q642196
1073,Q643529
695,Q6437747
1183,Q645627
1536,Q6460024
1527,Q64768198
602,Q648611
1701,Q6491159
699,Q6499321
2167,Q6510549
1936,Q6525738
667,Q653159
708,Q653911
2018,Q655911
1238,Q656655
1989,Q6577733
1343,Q657828
756,Q658614
1836,Q65906
42,Q65932
1155,Q664592
965,Q66637
1348,Q6669571
2129,Q6686914
1397,Q668877
824,Q6702134
1800,Q6708924
1931,Q6742212
1576,Q675536
1484,Q6766716
676,Q6766850
1017,Q6767169
1339,Q6769034
1330,Q6769166
1100,Q6770108
1107,Q6770276
1477,Q6776457
1451,Q678500
1247,Q6791367
2027,Q6808722
2074,Q681097
2086,Q6814035
1995,Q6847308
1371,Q6864022
1474,Q687997
1662,Q690973
1654,Q6939467
1523,Q6948475
1019,Q695608
1025,Q697096
1385,Q7027795
1086,Q7029566
1932,Q7032564
1016,Q703611
1265,Q704080
366,Q704378
1461,Q70495
994,Q705058
524,Q705156
1251,Q7052273
719,Q705440
1310,Q706490
930,Q706668
514,Q706993
809,Q707064
1105,Q708204
32,Q7088045
1097,Q708870
1964,Q708878
974,Q709413
917,Q709583
880,Q709857
2197,Q710059
990,Q710076
240,Q710180
2064,Q710209
1929,Q710986
962,Q711664
1956,Q712055
200,Q71206
252,Q71243
248,Q71275
1051,Q712851
1347,Q712874
1373,Q713301
519,Q714
383,Q7141888
1023,Q71424
1355,Q714747
1816,Q7154200
1037,Q716552
1336,Q717147
438,Q717302
2089,Q7175329
553,Q7176523
527,Q7177037
2122,Q7177189
1465,Q7177826
1035,Q717851
288,Q7182133
851,Q7183409
1134,Q7184429
1253,Q718606
646,Q719035
1768,Q719424
552,Q720293
1067,Q721027
977,Q721174
453,Q721219
758,Q721671
451,Q721922
428,Q72267
1273,Q722817
1053,Q723837
1148,Q724012
753,Q724586
1980,Q72595
741,Q72614
772,Q726671
365,Q72717
881,Q727562
873,Q727904
897,Q72792
283,Q7279398
986,Q728542
1677,Q728558
733,Q7292453
1970,Q7297184
183,Q7297814
1882,Q7298275
377,Q72984
1787,Q730318
2200,Q7313314
1877,Q7323363
1579,Q7324071
1675,Q7325136
1891,Q7325147
239,Q732661
1731,Q7328524
1940,Q7331356
1985,Q7340797
1598,Q7342791
1934,Q7344801
1839,Q7345660
2088,Q7345661
1804,Q7346990
1453,Q7347226
494,Q7347926
2151,Q7348204
1684,Q7349772
1833,Q7349903
571,Q7357051
2148,Q7358326
1333,Q7363558
801,Q736466
1778,Q7372659
1546,Q7373472
1323,Q7381873
541,Q740071
1672,Q7407350
1113,Q742622
2073,Q7427307
1102,Q742896
1539,Q743189
1517,Q7440991
1585,Q745648
677,Q7482626
623,Q750718
1521,Q7509070
1738,Q7519094
972,Q7535711
518,Q76081666
762,Q7610486
1924,Q7612146
775,Q7612676
1228,Q7613575
2162,Q762104
2006,Q7627028
1252,Q7627249
244,Q76364
970,Q76532
1244,Q766468
919,Q7668360
1304,Q7681203
89,Q76819
231,Q76895
585,Q77181
1281,Q774270
1452,Q7800273
1939,Q7812278
672,Q7815460
1153,Q7815804
1263,Q7817415
1761,Q7818040
2091,Q7831843
1566,Q7839497
953,Q786660
1250,Q7914705
2114,Q7921878
850,Q795022
1170,Q795100
2104,Q7964759
17,Q80046
1534,Q8009759
2177,Q8012438
1709,Q8013896
2082,Q8015332
2,Q80405
169,Q80739
909,Q807536
811,Q808917
30,Q80966
1399,Q8114871
547,Q816456
1660,Q816504
1554,Q817511
1597,Q822271
1295,Q823580
1207,Q827371
1369,Q82838167
1173,Q8289
1260,Q82958
1171,Q830079
1202,Q830079
1405,Q830079
1178,Q831536
713,Q83233
59,Q83338
1180,Q8339
913,Q8342
1400,Q8346
245,Q83484
5,Q83492
1820,Q8351
860,Q8354
1831,Q83540213
1781,Q83651063
1335,Q8372
925,Q840437
1142,Q84759640
671,Q849884
1125,Q8512
882,Q8586
1540,Q8599
1219,Q862160
2051,Q8644
932,Q8651
1914,Q86593
1603,Q8662
1544,Q86885
330,Q8704
1166,Q8728
57,Q873
223,Q882
35,Q8877
1573,Q887797
1688,Q887947
976,Q888156
1543,Q89017
95,Q8927
2041,Q893694
1706,Q893712
340,Q910486
1923,Q911247
1630,Q911744
372,Q912327
1200,Q912572
2195,Q913050
1589,Q913173
1805,Q914315
1462,Q916177
603,Q918558
1974,Q918591
951,Q919063
1398,Q91933
1071,Q919642
854,Q922527
436,Q925302
696,Q926054
978,Q926614
1013,Q927472
1869,Q92767496
1351,Q92776622
840,Q927824
630,Q931009
100,Q93187
998,Q934027
486,Q934964
1320,Q936212
578,Q93632
948,Q938810
225,Q93957
794,Q939842
894,Q940271
1240,Q940393
328,Q94041
216,Q94123
693,Q942506
344,Q942932
640,Q944140
1136,Q945402
921,Q947044
367,Q94992
233,Q95002
418,Q95019
184,Q95026
207,Q95030
531,Q950428
152,Q95048
337,Q95055
284,Q95068
333,Q95076
1388,Q950808
306,Q95089
649,Q95111
364,Q95125
1811,Q951368
495,Q95143
398,Q956533
604,Q956822
1727,Q957361
823,Q959259
1165,Q960311
1081,Q961454
983,Q961851
829,Q961893
544,Q963628
1412,Q964595
1784,Q965367
826,Q965659
1029,Q966018
2078,Q96606
1698,Q96777
1391,Q968440
371,Q968840
877,Q972585
1949,Q973126
1968,Q973528
906,Q973687
1364,Q974385
818,Q975609
510,Q977546
690,Q977853
1619,Q978680
833,Q979511
2048,Q980785
1169,Q982880
1104,Q983356
1507,Q984007
675,Q991682
2101,Q993144
609,Q99372651
1717,Q998528
1496,Q998799
