,No_Awards,Year_Of_The_Award,Award_Outcome,Award_Category,Award_Description,IMDBid
0, ,"['2016', '2009', '2007', '2005', '2002', '1998', '1996', '2011', '2006', '2016', '2009', ' ', '2007', '2005', ' ', '2002', '1996', '2018', '2016', '2016', '2005', '2018', '2016', '2008', ' ', ' ', ' ', '2006', '2015', '2015', '2016', '2015', ' ', '2012', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']","['Nominee', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', ' ', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Nominee', 'Nominee', 'Winner', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', 'Nominee', 'Winner', 'Winner', 'Nominee', 'Nominee', 'Nominee', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']","['Oscar', 'Oscar', 'Oscar', 'Oscar', 'Oscar', 'Oscar', 'Oscar', 'Primetime Emmy', 'Primetime Emmy', 'BAFTA Film Award', 'BAFTA Film Award', 'BAFTA Film Award', 'BAFTA Film Award', 'BAFTA Film Award', ' ', 'BAFTA Film Award', 'BAFTA Film Award', 'Felix', 'Felix', 'AACTA International Award', 'Saturn Award', 'EDA Special Mention Award', 'EDA Award', 'EDA Award', 'EDA Special Mention Award', 'EDA Special Mention Award', 'EDA Female Focus Award', 'EDA Award', 'AFCA Award', 'AACTA Award', 'AFCA Award', 'ACCA', 'ACCA', 'ACCA', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']","['Best Performance by an Actress in a Supporting Role\nSteve Jobs (2015)', 'Best Performance by an Actress in a Leading Role\nThe Reader (2008)', 'Best Performance by an Actress in a Leading Role\nLittle Children (2006)', 'Best Performance by an Actress in a Leading Role\nEternal Sunshine of the Spotless Mind (2004)', 'Best Actress in a Supporting Role\nIris (2001)', 'Best Actress in a Leading Role\nTitanic (1997)', 'Best Actress in a Supporting Role\nSense and Sensibility (1995)', 'Outstanding Lead Actress in a Miniseries or Movie\nMildred Pierce (2011)\nFor playing ""Mildred Pierce"".', 'Outstanding Guest Actress in a Comedy Series\nExtras (2005)\nFor playing herself. For episode ""Kate Winslet"".', 'Best Supporting Actress\nSteve Jobs (2015)', 'Best Leading Actress\nThe Reader (2008)', 'Best Leading Actress\nRevolutionary Road (2008)', 'Best Actress in a Leading Role\nLittle Children (2006)', 'Best Performance by an Actress in a Leading Role\nEternal Sunshine of the Spotless Mind (2004)', 'Best Performance by an Actress in a Leading Role\nFinding Neverland (2004)', 'Best Performance by an Actress in a Supporting Role\nIris (2001)', 'Best Performance by an Actress in a Supporting Role\nSense and Sensibility (1995)', 'Best Actress\nTitanic (1997)', 'Best Supporting Actress\nSense and Sensibility (1995)', 'Best Supporting Actress\nSteve Jobs (2015)', 'Best Actress\nEternal Sunshine of the Spotless Mind (2004)', 'Actress Most in Need of a New Agent\nWonder Wheel (2017)\nThe Mountain Between Us (2017)', 'Best Supporting Actress\nSteve Jobs (2015)', 'Best Actress\nThe Reader (2008)\nRevolutionary Road (2008)\nTied with Sally Hawkins for Happy-Go-Lucky (2008).', 'Best Depiction of Nudity or Sexuality\nThe Reader (2008)\nShared with:\nDavid Kross\nTied with Penélope Cruz and Ben Kingsley for Elegy (2008).', 'Bravest Performance Award\nThe Reader (2008)', 'Outstanding Achievement by a Woman in the Film Industry\nThe Reader (2008)\nRevolutionary Road (2008)\nFor her performances in The Reader (2008) and Revolutionary Road (2008).', 'Best Actress in a Dramatic Performance\nLittle Children (2006)', 'Best Supporting Actress\nSteve Jobs (2015)', 'Best Lead Actress\nThe Dressmaker (2015)', 'Best Actress\nThe Dressmaker (2015)', 'Best Cast Ensemble\nSteve Jobs (2015)\nShared with:\nMichael Fassbender\nJeff Daniels\nSeth Rogen\nMichael Stuhlbarg\nKatherine Waterston\nPerla Haney-Jardine\nRipley Sobo\nMakenzie Moss\nSarah Snook\nJohn Ortiz', 'Best Actress in a Supporting Role\nSteve Jobs (2015)\nRunner-up', None, ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",nm0000701
